#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
fa2 14A 6 even-skipped knirps hunchback

#Data without background

#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - kni, channel 3 - hb>
1830 75.18 39.54 33.11 13.45 12.96
1831 75.20 68.53 81.59 22.08 2.01
1832 75.25 28.51 19.15 11.01 10.29
1833 75.26 56.32 40.63 17.44 5.14
1834 75.40 26.28 14.88 7.74 8.51
1835 75.31 47.05 29.80 14.03 8.99
1836 75.37 53.97 31.76 10.90 6.77
1837 75.57 85.28 57.09 38.56 0.75
1838 75.59 63.31 60.31 15.72 3.63
1839 75.55 49.59 31.05 11.84 13.53
1840 75.68 66.07 82.52 18.31 2.36
1841 75.87 75.26 99.38 27.28 1.92
1842 75.50 78.15 102.91 36.98 2.72
1843 75.82 14.88 11.33 11.13 3.88
1844 75.77 21.88 17.04 11.47 9.00
1845 75.72 35.79 32.62 11.00 18.44
1846 75.72 41.65 29.68 13.86 16.98
1847 75.87 30.90 30.81 9.21 15.21
1848 75.85 45.42 29.21 10.97 13.04
1849 75.83 79.77 92.14 33.94 1.45
1850 75.74 82.12 83.54 43.71 1.30
1851 75.87 72.10 82.06 22.34 2.26
1852 76.13 33.50 36.64 10.09 18.73
1853 75.68 17.67 11.67 10.00 4.44
1854 76.08 24.15 22.98 8.28 11.59
1855 76.08 52.60 22.81 9.23 10.75
1856 76.10 59.65 36.76 12.51 6.00
1857 76.18 57.53 24.67 8.83 6.07
1858 76.12 19.28 14.31 8.74 8.58
1859 76.29 43.56 38.62 10.65 18.38
1860 76.26 69.55 71.08 17.80 2.72
1861 76.42 28.62 31.83 8.40 19.70
1862 76.50 37.81 49.99 9.04 20.07
1863 76.39 40.08 46.31 10.71 23.52
1864 76.39 48.26 30.57 9.73 22.19
1865 76.28 16.86 12.28 10.10 4.83
1866 76.42 61.97 29.54 11.25 5.00
1867 76.52 50.89 29.00 7.46 17.25
1868 76.39 55.16 25.59 10.18 9.85
1869 76.68 26.61 27.44 8.25 17.54
1870 76.67 77.48 76.11 23.36 1.88
1871 76.86 64.37 29.95 12.45 4.10
1872 76.78 66.95 39.13 14.27 3.75
1873 76.98 35.48 64.10 9.20 27.51
1874 76.88 73.64 65.29 17.07 2.10
1875 77.08 21.00 25.40 8.44 11.33
1876 77.07 46.54 64.15 10.68 27.91
1877 76.86 78.97 76.69 24.35 1.88
1878 77.19 80.94 80.60 26.83 1.39
1879 77.29 23.54 37.77 7.97 17.55
1880 76.95 83.44 71.64 28.10 1.12
1881 77.22 31.42 53.68 5.73 26.16
1882 77.29 41.92 59.72 11.01 32.08
1883 77.25 53.46 34.94 8.38 19.49
1884 77.38 18.88 25.81 7.39 12.49
1885 77.26 57.42 20.95 7.93 14.75
1886 77.23 71.29 46.87 15.30 2.65
1887 77.19 16.76 17.14 6.02 7.71
1888 77.32 59.57 19.18 11.26 11.73
1889 77.36 44.25 85.75 10.61 31.43
1890 77.46 55.53 25.89 9.97 17.75
1891 77.51 49.56 51.38 9.60 26.42
1892 77.43 69.05 39.32 11.15 3.00
1893 77.21 75.14 63.79 16.81 1.86
1894 77.50 61.93 17.30 10.10 8.23
1895 77.58 39.56 91.50 8.64 32.84
1896 77.70 33.84 68.80 8.48 30.18
1897 77.61 15.24 16.15 5.38 4.06
1898 77.69 28.88 48.29 6.38 26.33
1899 77.79 51.68 55.90 5.72 26.21
1900 77.75 76.53 63.20 20.88 2.13
1901 77.65 72.41 38.84 10.56 2.03
1902 77.68 83.50 66.95 19.58 1.20
1903 77.91 37.47 91.42 8.97 34.35
1904 77.91 65.81 17.55 7.85 5.18
1905 77.78 26.57 50.85 8.61 30.40
1906 78.19 79.11 60.45 19.75 2.06
1907 78.19 48.04 99.65 12.05 39.84
1908 78.22 63.79 18.66 8.22 9.16
1909 78.28 21.53 41.63 7.74 20.98
1910 78.09 74.36 41.97 14.14 2.89
1911 78.34 25.66 59.07 6.34 25.29
1912 78.37 45.55 99.03 6.37 38.69
1913 78.38 67.79 21.78 8.25 6.20
1914 78.45 43.33 99.65 9.06 42.06
1915 78.51 57.03 46.89 7.47 21.67
1916 78.39 59.13 28.92 6.97 18.78
1917 78.52 32.03 83.46 5.38 36.12
1918 78.49 41.17 108.60 8.81 45.40
1919 78.61 70.01 17.29 5.33 3.88
1920 78.68 36.03 88.15 5.90 43.31
1921 78.55 54.34 69.06 5.77 30.21
1922 78.67 61.55 29.21 7.05 17.31
1923 78.64 81.76 51.47 18.59 0.86
1924 78.66 18.00 41.03 6.45 15.16
1925 78.58 23.71 50.88 9.42 25.68
1926 78.94 29.49 77.80 5.90 38.72
1927 78.88 50.32 102.32 7.88 40.23
1928 78.84 75.27 36.68 12.05 3.01
1929 79.05 39.06 111.47 8.14 47.50
1930 79.17 52.32 93.32 7.14 35.49
1931 79.17 77.34 33.10 10.68 2.89
1932 79.12 27.15 68.27 7.22 28.59
1933 79.12 34.10 104.18 8.30 54.17
1934 79.15 47.38 137.11 7.01 49.49
1935 79.09 72.22 22.57 7.28 2.52
1936 79.41 20.36 61.03 6.39 28.05
1937 79.32 66.70 26.72 5.11 10.77
1938 79.27 64.53 23.76 6.85 13.99
1939 79.45 83.44 31.69 12.97 0.32
1940 79.50 55.90 88.90 5.78 34.93
1941 79.39 79.56 32.20 11.85 2.11
1942 79.55 60.00 61.16 5.30 24.28
1943 79.57 43.87 126.58 7.30 56.45
1944 79.68 69.10 22.35 8.98 8.13
1945 79.79 22.96 59.54 6.93 34.00
1946 79.68 41.37 133.76 6.43 55.35
1947 79.72 49.26 138.28 4.76 52.76
1948 79.86 62.31 56.97 4.61 23.27
1949 79.90 37.61 113.06 5.43 57.23
1950 79.96 58.14 79.76 4.74 31.73
1951 79.89 46.04 147.05 8.13 59.21
1952 79.96 18.30 49.08 5.48 18.11
1953 79.90 74.60 18.49 5.88 3.46
1954 79.82 80.51 27.89 10.06 1.99
1955 80.00 53.69 112.28 7.74 53.77
1956 80.05 25.49 70.85 4.80 38.62
1957 80.08 32.35 89.56 5.82 54.59
1958 80.03 71.68 17.73 8.53 5.98
1959 80.01 30.11 76.38 7.86 48.14
1960 80.21 34.96 107.78 6.14 60.91
1961 80.27 76.80 18.23 8.31 3.01
1962 80.15 78.36 16.55 10.06 2.97
1963 80.54 81.83 22.46 10.18 1.40
1964 80.57 28.13 68.24 4.89 46.10
1965 80.47 64.32 55.62 3.68 25.75
1966 80.59 66.73 48.15 2.73 17.46
1967 80.67 50.64 124.77 5.15 56.96
1968 80.71 40.10 129.16 6.23 63.09
1969 80.62 43.00 136.78 6.10 70.15
1970 80.76 21.40 64.54 3.83 34.82
1971 80.69 48.06 143.29 5.00 56.35
1972 80.67 55.61 122.51 4.93 44.41
1973 80.61 73.32 16.34 3.98 5.16
1974 80.82 60.56 92.44 3.42 35.44
1975 80.85 69.54 35.37 4.66 9.32
1976 81.03 52.69 130.42 5.93 54.40
1977 80.94 78.48 14.01 5.29 3.28
1978 80.98 45.58 147.98 7.38 66.61
1979 81.11 36.64 99.12 7.24 70.30
1980 81.18 19.23 62.98 2.92 32.33
1981 80.85 75.81 14.96 2.58 6.58
1982 81.32 23.75 60.10 4.59 36.25
1983 81.17 57.91 129.34 4.95 52.17
1984 81.17 30.92 74.08 5.96 58.01
1985 81.08 25.18 58.52 4.29 40.05
1986 81.43 62.80 102.24 3.84 35.46
1987 81.40 33.71 84.91 5.52 67.86
1988 81.37 72.03 28.86 3.04 10.98
1989 81.48 80.21 8.99 6.54 1.46
1990 81.62 38.71 107.04 5.52 80.23
1991 81.45 27.07 62.35 5.98 56.93
1992 81.38 76.30 16.24 5.08 4.53
1993 81.66 54.79 132.26 3.77 56.32
1994 81.65 42.84 123.94 7.02 77.14
1995 81.70 49.51 143.28 6.54 72.30
1996 81.68 67.47 70.91 3.74 21.66
1997 81.90 65.08 87.95 2.01 32.36
1998 81.96 47.43 134.42 6.63 80.47
1999 81.98 59.75 121.84 2.38 49.04
2000 81.70 77.52 13.89 4.49 2.70
2001 82.06 45.20 118.76 6.56 88.45
2002 82.08 21.59 55.66 2.80 40.94
2003 82.15 29.35 54.60 2.77 67.36
2004 82.16 40.93 99.29 3.87 80.03
2005 82.20 52.67 117.14 3.05 72.90
2006 82.25 57.21 130.24 4.73 52.67
2007 82.19 74.57 26.86 3.35 7.25
2008 82.08 26.66 64.92 5.04 67.13
2009 82.27 77.44 15.78 2.88 5.10
2010 82.36 35.35 66.32 4.46 74.14
2011 82.35 24.68 68.01 6.38 68.21
2012 82.59 69.24 78.44 3.39 19.95
2013 82.43 32.08 63.84 5.29 74.81
2014 82.51 71.70 59.13 2.69 15.75
2015 82.56 50.87 129.01 4.14 81.14
2016 82.55 62.09 113.70 2.76 51.17
2017 82.39 79.10 8.53 2.27 3.27
2018 82.77 37.90 66.11 6.00 87.45
2019 82.74 55.07 121.90 3.32 68.49
2020 82.85 43.76 83.26 4.68 83.20
2021 82.97 66.73 108.31 1.64 29.44
2022 83.08 48.77 109.47 3.38 90.00
2023 83.09 26.63 41.91 5.34 61.68
2024 83.17 64.02 109.02 0.00 42.53
2025 83.22 23.05 50.21 3.88 51.18
2026 83.15 46.34 97.90 4.89 93.78
2027 83.31 78.39 21.59 1.55 7.33
2028 83.11 60.07 121.79 1.75 51.70
2029 83.26 40.51 71.09 3.33 96.40
2030 83.16 76.16 33.36 2.84 10.67
2031 83.37 29.38 34.32 4.44 68.36
2032 83.42 33.55 46.85 4.95 78.15
2033 83.47 53.34 90.18 0.87 74.82
2034 83.31 57.72 101.44 1.21 55.38
2035 83.60 73.65 57.86 1.41 14.18
2036 83.68 51.52 97.51 1.77 95.15
2037 83.72 42.80 63.84 2.17 104.93
2038 83.46 70.58 80.29 3.05 18.83
2039 83.70 36.41 50.25 5.81 86.21
2040 83.75 80.36 16.10 0.65 5.11
2041 83.83 55.58 84.80 2.37 73.17
2042 83.87 71.64 79.53 1.66 20.70
2043 84.18 31.36 32.39 3.64 71.22
2044 84.09 68.83 109.72 2.52 30.52
2045 84.09 25.04 35.03 4.27 60.46
2046 84.09 39.09 48.67 2.98 86.95
2047 84.04 61.49 103.51 1.17 60.23
2048 83.86 76.26 35.11 1.04 11.05
2049 84.09 44.89 58.85 2.15 86.11
2050 84.11 47.57 72.67 3.36 97.99
2051 84.08 59.16 77.12 1.83 53.29
2052 84.24 65.96 95.56 1.95 36.75
2053 84.22 49.90 76.71 4.50 104.20
2054 84.29 27.74 28.60 4.00 65.18
2055 84.44 63.69 112.91 2.20 51.96
2056 84.47 22.20 28.05 0.54 46.32
2057 84.23 74.13 64.39 1.35 15.29
2058 84.57 57.44 79.32 1.54 76.27
2059 84.49 78.59 28.44 0.00 6.92
2060 84.57 34.24 35.68 3.80 84.36
2061 84.66 41.72 45.52 1.60 100.11
2062 84.65 53.14 58.49 1.73 71.44
2063 84.84 75.33 61.69 0.11 13.13
2064 84.96 36.77 30.58 1.64 81.91
2065 84.90 72.16 93.48 2.20 20.17
2066 84.91 55.45 49.99 2.20 68.56
2067 85.01 60.55 84.46 0.00 73.53
2068 85.07 46.22 34.53 0.13 98.99
2069 85.27 23.66 23.97 1.67 60.92
2070 85.27 43.75 31.31 1.38 95.52
2071 85.10 48.76 47.82 3.80 102.16
2072 85.20 51.07 48.59 2.27 92.13
2073 85.03 80.01 25.82 0.00 5.30
2074 85.26 39.60 31.22 2.32 90.36
2075 85.23 67.67 105.84 1.51 38.31
2076 85.54 25.85 20.00 2.18 65.88
2077 85.46 28.46 23.44 3.79 68.68
2078 85.39 31.36 22.68 4.24 72.74
2079 85.51 62.70 78.06 1.98 54.51
2080 85.53 58.87 59.73 0.86 81.16
2081 85.74 53.02 35.90 0.22 83.28
2082 85.84 65.24 98.08 1.21 43.17
2083 85.77 70.13 95.45 0.00 29.42
2084 85.72 34.02 21.51 2.24 73.17
2085 85.96 74.63 82.98 0.18 16.56
2086 85.98 55.21 36.11 0.71 82.86
2087 85.97 76.99 60.63 0.00 13.54
2088 86.00 41.30 23.59 1.27 84.38
2089 86.08 57.24 29.07 0.47 73.52
2090 86.03 48.13 26.00 1.00 93.80
2091 86.06 38.05 23.89 0.94 92.78
2092 85.99 72.56 100.90 0.00 26.48
2093 86.21 45.66 23.00 1.40 93.26
2094 86.28 50.49 28.15 0.65 91.88
2095 86.28 61.12 48.78 0.00 73.78
2096 86.45 36.03 13.86 1.28 78.85
2097 86.51 29.86 15.57 1.23 73.49
2098 86.34 67.69 92.68 0.00 38.49
2099 86.51 43.55 19.26 1.57 94.20
2100 86.73 24.59 11.26 0.74 55.37
2101 86.70 32.47 12.55 2.64 73.38
2102 86.73 27.13 13.68 3.03 65.24
2103 86.70 63.25 55.64 0.00 64.70
2104 86.63 76.29 67.80 0.02 13.10
2105 86.80 59.33 33.83 1.24 83.71
2106 86.79 68.76 93.78 0.14 40.53
2107 86.84 52.78 29.36 2.10 82.35
2108 87.07 39.23 13.46 0.00 79.37
2109 87.16 70.71 89.64 1.66 34.63
2110 87.03 47.31 17.66 0.00 83.54
2111 87.12 66.24 64.24 0.00 45.61
2112 87.02 55.47 23.60 0.00 77.13
2113 87.16 41.66 10.95 1.06 82.90
2114 87.27 49.52 15.64 0.00 83.64
2115 87.30 57.58 22.51 0.23 77.20
2116 87.41 73.55 80.01 0.00 24.17
2117 87.46 34.50 6.69 0.63 65.80
2118 87.43 45.13 11.28 0.00 83.42
2119 87.51 61.42 26.84 0.00 68.99
2120 87.71 28.59 8.84 1.70 62.93
2121 87.71 64.50 52.14 0.00 55.19
2122 87.76 37.47 7.88 1.67 70.67
2123 87.71 51.65 19.80 0.00 80.80
2124 87.83 31.19 6.03 2.06 62.65
2125 87.90 54.06 20.58 0.00 75.94
2126 88.01 26.11 4.90 0.00 55.55
2127 88.00 68.62 53.70 0.00 37.78
2128 87.88 75.38 67.99 0.00 19.37
2129 88.15 43.22 7.89 0.00 69.77
2130 88.17 59.27 16.44 0.00 64.93
2131 88.23 47.73 9.23 0.00 75.23
2132 88.20 56.41 14.84 0.00 69.48
2133 88.25 40.77 6.41 0.00 71.82
2134 88.32 63.11 29.22 1.58 61.04
2135 88.62 66.77 32.49 0.00 44.51
2136 88.43 71.33 53.70 0.00 30.80
2137 88.54 50.11 7.04 0.00 66.33
2138 88.69 33.50 4.10 0.00 61.34
2139 88.62 45.39 6.65 0.00 77.23
2140 88.68 36.04 4.06 1.16 62.02
2141 88.84 74.34 49.62 0.00 20.53
2142 88.84 29.20 3.47 1.29 63.37
2143 88.84 52.38 10.67 0.00 72.67
2144 88.89 61.30 15.63 0.00 60.12
2145 89.02 39.20 1.01 0.00 51.90
2146 89.18 31.35 3.90 0.00 60.25
2147 88.94 64.61 22.24 0.00 45.70
2148 89.18 54.47 8.44 0.00 64.57
2149 89.40 27.19 0.52 0.00 47.99
2150 89.28 42.32 3.23 0.11 60.14
2151 89.28 56.68 6.05 0.00 58.32
2152 89.44 58.98 8.22 0.00 55.62
2153 89.42 47.29 3.47 0.32 64.77
2154 89.53 71.94 35.51 0.00 29.24
2155 89.69 49.78 2.63 0.00 57.83
2156 89.76 63.24 12.90 0.00 52.06
2157 89.44 65.60 15.72 0.00 41.93
2158 89.85 67.86 21.90 0.00 39.09
2159 89.74 44.92 2.01 0.00 58.82
2160 89.84 35.23 1.70 2.05 51.06
2161 89.78 73.92 27.16 0.00 23.19
2162 89.99 52.25 3.75 0.00 51.48
2163 90.09 32.89 0.55 1.04 43.60
2164 90.21 37.51 0.23 0.00 41.00
2165 90.18 40.14 0.26 0.00 41.26
2166 90.23 29.83 0.00 0.77 46.86
2167 90.22 61.05 8.02 0.00 45.80
2168 90.32 54.80 1.63 0.00 44.10
2169 90.40 57.28 3.01 0.00 48.82
2170 90.48 42.92 0.00 0.00 39.79
2171 90.46 65.49 11.39 0.00 39.75
2172 90.49 47.88 1.70 0.00 53.15
2173 90.86 69.74 17.15 0.00 34.34
2174 90.44 71.49 25.18 0.00 32.20
2175 90.87 59.44 2.52 0.00 41.86
2176 91.01 45.53 0.02 0.00 38.73
2177 90.95 50.21 0.00 0.00 41.12
2178 91.06 63.03 4.57 0.00 36.23
2179 91.18 31.89 0.23 0.00 36.44
2180 90.98 72.26 16.50 0.00 31.30
2181 91.19 34.75 0.00 0.00 32.60
2182 91.13 52.70 1.56 0.00 46.76
2183 91.27 67.44 9.22 0.00 34.58
2184 91.39 40.74 0.00 0.00 32.28
2185 91.38 55.83 1.54 0.00 38.04
2186 91.56 37.41 0.00 0.00 34.72
2187 91.60 47.90 0.00 0.00 36.10
2188 91.76 43.24 0.00 0.00 31.20
2189 91.86 65.25 3.30 0.00 30.51
2190 91.85 58.21 0.00 0.00 29.37
2191 91.87 60.91 1.47 0.00 29.76
2192 92.18 54.02 0.00 0.00 30.88
2193 92.18 50.82 0.00 0.00 32.55
2194 92.17 39.24 0.00 0.00 29.09
2195 92.38 69.22 4.26 0.00 22.20
2196 92.44 32.82 0.00 0.00 29.31
2197 92.52 45.87 0.00 0.00 26.05
2198 92.46 35.06 0.00 0.00 29.70
2199 92.45 63.11 2.13 0.00 27.36
2200 92.73 67.09 2.18 0.00 24.69
2201 92.72 48.59 0.00 0.00 25.26
2202 92.71 56.51 0.00 0.00 24.18
2203 92.89 41.16 0.00 0.00 24.90
2204 92.80 38.69 0.00 0.00 24.70
2205 93.07 52.46 0.00 0.00 25.25
2206 92.94 59.08 0.23 0.00 21.10
2207 93.06 43.40 0.00 0.00 26.37
2208 93.19 37.01 0.00 0.00 26.20
2209 93.22 61.38 1.76 0.00 22.34
2210 93.20 64.73 1.02 0.00 22.59
2211 93.59 54.97 0.00 0.00 19.82
2212 93.79 50.50 0.00 0.00 19.58
2213 93.84 34.71 0.00 0.00 20.18
2214 93.76 47.72 0.00 0.00 17.56
2215 93.77 45.36 0.00 0.00 17.20
2216 93.80 57.29 0.00 0.00 19.74
2217 94.06 65.94 0.37 0.00 18.68
2218 94.00 39.58 0.00 0.00 20.09
2219 94.22 42.11 0.00 0.00 21.56
2220 94.19 53.00 0.00 0.00 18.34
2221 94.19 60.13 0.64 0.00 16.86
2222 94.22 62.93 0.00 0.00 16.94
2223 94.44 36.85 0.00 0.00 21.00
2224 94.26 44.29 0.00 0.00 18.89
2225 94.90 48.25 0.00 0.00 15.54
2226 94.73 50.74 0.00 0.00 19.18
2227 94.87 56.78 0.84 0.94 6.27
2228 95.30 43.72 0.42 0.00 13.22
2229 95.12 58.33 1.24 0.00 13.94
2230 95.14 55.29 0.00 0.00 13.34
2231 95.09 37.97 0.00 1.87 11.09
2232 95.28 51.84 0.05 0.54 10.96
2233 95.27 40.85 0.00 0.00 15.76
2234 95.54 60.72 0.00 0.00 13.29
2235 95.29 53.87 0.00 0.00 7.81
2236 95.72 38.97 0.00 0.00 13.71
2237 95.84 52.73 0.27 0.00 13.99
2238 95.81 56.11 0.48 0.30 8.74
2239 95.91 49.32 0.40 0.00 8.09
2240 95.96 47.50 0.32 0.00 7.70
2241 96.07 51.17 0.28 0.00 7.48
2242 95.91 57.60 0.00 0.00 9.70
2243 96.31 54.64 0.37 0.00 11.93
2244 96.47 48.08 0.00 0.00 8.51
2245 96.47 53.19 0.00 0.17 5.58
2246 96.44 62.09 0.00 0.00 8.83
2247 96.69 61.23 0.00 0.00 7.06
2248 96.81 55.37 0.00 0.00 9.25
2249 96.80 59.78 0.00 0.00 8.57
2250 96.71 46.37 0.00 0.12 8.32
2251 96.63 57.62 0.00 0.00 6.62
2252 96.66 49.05 0.91 0.00 5.22
2253 97.13 53.22 0.09 0.00 7.41
2254 96.99 48.56 0.00 0.00 5.27
2255 97.25 47.67 0.00 0.02 4.93
2256 97.24 44.85 0.72 0.00 5.28
2257 97.61 58.05 0.00 0.00 7.55
2258 97.83 45.87 0.86 0.00 10.66
2259 97.90 56.63 0.00 0.00 6.01
2260 97.64 47.17 0.00 4.32 3.24
2261 97.94 52.86 0.29 0.00 9.77
2262 98.26 54.28 0.00 0.00 5.53
2263 98.35 51.70 0.00 0.00 3.29

