#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
kf7 14A 6 even-skipped Kruppel hunchback
1855 76.24 22.94 68.10 17.50 28.88
1856 76.35 46.84 107.04 22.94 31.82
1857 76.30 77.72 97.24 13.46 2.54
1858 76.29 40.63 148.59 23.84 44.77
1859 76.40 65.76 50.08 18.17 5.18
1860 76.12 78.96 109.29 12.14 2.33
1861 76.49 38.37 146.33 21.80 53.66
1862 76.38 49.07 84.41 24.14 28.59
1863 76.34 57.14 43.48 20.72 15.19
1864 76.54 27.41 87.90 19.45 42.61
1865 76.60 51.43 87.83 22.96 27.93
1866 76.70 33.77 118.73 21.72 50.95
1867 76.66 42.73 145.32 23.26 48.96
1868 76.63 81.77 87.24 9.91 2.12
1869 76.68 73.10 62.41 14.72 3.40
1870 76.72 84.37 77.89 8.25 1.90
1871 76.81 18.43 54.48 15.51 21.82
1872 77.06 24.84 99.14 19.07 41.31
1873 76.94 55.46 57.36 23.03 27.27
1874 76.92 31.13 118.13 22.93 51.29
1875 77.19 69.21 48.13 16.67 4.94
1876 77.02 44.98 159.42 25.04 56.63
1877 77.01 62.93 39.05 19.43 11.38
1878 77.16 36.62 150.72 22.25 58.09
1879 77.35 22.14 92.23 18.55 37.43
1880 77.46 79.40 76.51 10.38 2.37
1881 77.40 65.25 39.55 18.55 8.12
1882 77.28 71.44 52.26 15.10 3.92
1883 77.38 76.36 55.83 11.45 2.99
1884 77.41 47.85 143.88 23.17 45.58
1885 77.16 70.49 53.43 18.29 3.57
1886 77.33 40.49 150.13 22.76 60.94
1887 77.45 61.34 41.59 17.55 20.55
1888 77.51 50.01 155.91 23.32 48.03
1889 77.44 53.47 115.41 22.66 42.93
1890 77.47 57.45 70.91 21.04 28.29
1891 77.66 20.63 96.92 18.39 39.97
1892 77.56 29.20 120.06 21.04 52.54
1893 77.55 67.37 42.68 16.45 6.66
1894 77.97 18.57 90.88 15.38 34.87
1895 77.84 32.19 133.48 21.46 67.25
1896 77.77 72.53 46.78 13.22 3.53
1897 77.87 34.46 150.33 19.70 66.11
1898 77.77 43.18 176.22 21.26 65.62
1899 77.87 82.45 68.68 8.99 2.17
1900 77.71 27.91 131.82 22.53 47.82
1901 77.92 74.04 44.88 14.15 3.88
1902 77.90 26.62 122.07 20.81 60.12
1903 78.10 45.53 185.95 25.11 70.06
1904 78.11 38.93 155.06 22.42 70.24
1905 78.12 51.65 175.24 23.21 59.59
1906 78.06 63.70 43.60 17.24 16.53
1907 78.10 55.38 130.70 20.38 44.86
1908 78.15 59.64 90.14 20.01 29.81
1909 78.45 75.79 44.61 12.29 3.43
1910 78.40 23.37 121.66 17.11 53.97
1911 78.29 36.49 160.23 24.35 79.09
1912 78.26 25.29 122.09 17.49 52.14
1913 78.43 41.49 183.15 23.22 74.24
1914 78.54 47.38 178.52 22.90 77.01
1915 78.44 70.41 34.90 15.04 5.65
1916 78.42 66.47 37.92 16.61 10.47
1917 78.60 68.64 35.98 15.33 6.83
1918 78.72 30.44 125.52 20.93 65.54
1919 78.58 49.36 182.72 23.97 69.23
1920 78.60 61.80 78.47 18.94 27.88
1921 78.63 57.43 131.57 21.67 42.00
1922 78.62 78.74 47.26 10.03 2.61
1923 78.80 53.46 182.32 22.62 60.12
1924 78.96 21.24 107.40 17.35 52.56
1925 78.75 27.98 113.16 19.08 61.10
1926 78.64 29.31 121.75 18.69 53.88
1927 78.88 33.21 130.68 21.00 84.24
1928 78.92 43.70 179.32 22.42 80.86
1929 79.03 80.72 38.11 9.89 2.54
1930 79.09 64.32 74.12 18.58 24.22
1931 79.26 37.77 143.78 22.76 85.45
1932 79.18 26.48 111.28 18.54 58.04
1933 79.23 51.16 182.75 22.88 76.96
1934 79.21 55.49 169.18 22.24 57.03
1935 79.35 35.54 131.34 21.66 82.73
1936 79.25 40.14 152.99 20.76 88.42
1937 79.26 59.00 157.25 21.38 52.45
1938 79.44 18.61 97.86 15.24 43.03
1939 79.39 46.38 160.38 21.51 80.35
1940 79.21 78.48 40.17 9.09 2.83
1941 79.53 24.33 121.81 18.22 62.19
1942 79.44 66.79 53.36 16.84 16.43
1943 79.48 74.11 32.82 12.30 4.65
1944 79.66 60.89 145.23 20.72 46.41
1945 79.56 71.05 35.67 14.85 8.62
1946 79.74 31.37 124.65 20.32 84.57
1947 79.81 76.94 30.77 11.02 3.68
1948 79.71 48.63 179.75 23.23 95.31
1949 79.85 68.80 53.35 15.48 12.79
1950 79.90 42.30 138.78 21.12 87.85
1951 79.92 52.74 180.01 21.26 86.67
1952 80.02 62.83 143.13 18.54 37.90
1953 79.90 28.63 109.05 18.34 75.99
1954 79.92 44.73 160.94 22.90 94.38
1955 79.98 57.19 168.55 20.82 60.41
1956 80.11 79.36 28.74 9.97 2.85
1957 80.07 22.85 116.40 18.06 72.53
1958 80.04 33.85 113.76 20.35 84.85
1959 80.23 54.97 175.07 21.44 75.11
1960 80.22 64.88 122.57 18.25 35.36
1961 80.47 20.66 97.61 16.19 61.35
1962 80.31 39.74 132.35 21.27 91.45
1963 80.45 50.64 171.77 21.70 85.26
1964 80.40 74.79 28.36 12.93 5.81
1965 80.48 59.20 170.57 22.26 60.02
1966 80.69 25.14 97.30 17.05 69.44
1967 80.49 37.45 105.41 21.34 101.20
1968 80.30 27.34 101.68 18.42 60.79
1969 80.57 46.57 141.80 23.12 100.28
1970 80.68 67.20 96.53 16.81 22.08
1971 80.60 71.81 40.04 13.20 9.95
1972 80.99 29.71 101.76 19.34 79.77
1973 80.78 48.75 154.30 21.44 94.59
1974 80.57 65.82 117.15 17.08 35.69
1975 80.88 76.24 25.97 11.46 5.20
1976 80.88 44.15 126.95 21.00 98.97
1977 80.95 61.43 160.47 19.07 62.05
1978 81.01 35.37 86.38 21.23 86.26
1979 80.98 80.77 22.08 7.62 3.15
1980 80.94 52.67 167.94 20.33 97.92
1981 81.17 69.47 84.50 14.44 16.66
1982 81.01 42.06 101.98 20.48 101.22
1983 81.07 32.88 93.68 19.82 87.06
1984 81.08 56.91 154.89 21.16 89.24
1985 81.13 78.73 25.26 10.26 4.00
1986 81.31 22.18 77.12 15.74 66.35
1987 81.25 54.65 158.32 21.36 91.18
1988 81.30 63.49 159.62 18.13 53.74
1989 81.12 72.56 41.38 14.08 9.92
1990 81.41 39.98 98.95 21.76 107.19
1991 81.59 74.06 41.40 11.60 10.58
1992 81.56 59.65 167.35 19.96 73.74
1993 81.59 46.77 114.01 21.12 108.89
1994 81.65 65.79 147.84 16.17 37.17
1995 81.72 25.16 84.39 17.87 78.34
1996 81.73 37.85 66.56 21.14 107.63
1997 81.87 30.88 78.33 19.34 87.95
1998 81.71 49.22 113.99 21.83 105.62
1999 81.88 51.47 119.36 19.95 114.83
2000 81.91 76.47 33.84 11.39 7.65
2001 81.90 72.41 51.97 12.95 12.82
2002 81.88 44.39 94.00 21.30 126.84
2003 82.14 57.66 139.34 19.54 88.13
2004 81.93 67.65 129.07 15.83 30.23
2005 82.24 33.27 59.51 21.10 102.10
2006 82.10 53.55 130.14 20.34 109.02
2007 82.14 35.74 65.89 21.64 108.29
2008 82.23 42.04 70.19 23.33 121.52
2009 82.28 55.80 127.58 20.64 92.51
2010 82.32 61.68 152.00 18.74 67.33
2011 82.47 22.64 65.86 15.82 67.09
2012 82.42 27.10 69.35 19.16 97.22
2013 82.42 68.85 117.11 15.95 27.78
2014 82.53 64.10 172.60 18.41 55.21
2015 82.55 39.88 55.83 21.33 112.46
2016 82.65 46.11 83.65 21.70 124.30
2017 82.60 48.16 86.84 21.61 116.16
2018 82.69 29.29 68.02 18.60 100.76
2019 82.61 59.49 142.82 20.62 81.47
2020 82.84 73.02 74.43 12.17 14.98
2021 82.81 78.96 28.70 8.80 6.26
2022 82.94 24.81 58.00 16.87 88.93
2023 82.82 50.40 75.55 21.56 116.05
2024 82.78 66.32 168.84 17.23 40.89
2025 83.12 75.54 55.64 10.54 11.51
2026 82.99 37.44 49.40 19.99 98.36
2027 82.93 43.71 73.80 18.76 120.45
2028 83.06 52.40 74.97 21.00 117.38
2029 83.04 54.48 87.42 20.50 122.21
2030 83.20 31.90 45.89 19.09 99.80
2031 83.36 70.62 130.56 13.85 24.75
2032 83.20 34.75 46.60 19.87 98.33
2033 83.28 57.96 110.06 19.68 89.58
2034 83.31 67.26 165.58 15.72 39.88
2035 83.60 62.74 152.04 17.77 63.45
2036 83.54 60.30 135.25 18.51 79.05
2037 83.79 42.47 42.68 19.63 102.88
2038 83.57 49.08 61.11 21.51 137.25
2039 83.68 26.87 43.19 16.38 93.36
2040 83.57 39.90 42.20 19.61 114.61
2041 83.59 45.42 63.17 20.40 131.67
2042 83.67 56.04 79.43 20.69 116.31
2043 83.94 47.28 46.97 21.15 121.03
2044 83.81 65.19 159.89 17.48 53.87
2045 83.99 29.40 39.92 18.92 100.79
2046 83.75 68.32 144.34 15.68 37.40
2047 83.87 77.44 58.20 10.72 11.52
2048 84.03 51.23 48.11 20.33 119.13
2049 84.11 36.07 36.43 21.07 113.27
2050 84.02 53.57 57.94 20.36 103.73
2051 84.40 75.02 98.34 11.98 17.96
2052 84.27 38.22 36.68 22.28 111.05
2053 84.37 33.70 33.51 18.38 99.81
2054 84.37 72.48 121.08 12.11 24.91
2055 84.43 31.67 33.29 18.85 106.31
2056 84.34 57.74 65.21 19.62 103.30
2057 84.52 44.73 38.31 18.99 106.39
2058 84.57 40.67 34.17 20.04 105.11
2059 84.56 61.51 110.01 17.24 67.68
2060 84.68 59.48 71.02 16.95 88.45
2061 84.77 69.65 146.03 13.74 34.81
2062 84.64 49.17 39.62 20.14 121.76
2063 84.74 55.36 47.37 19.53 107.76
2064 84.77 66.84 136.11 15.12 43.12
2065 85.01 25.01 30.63 15.86 88.62
2066 84.89 27.50 32.36 15.68 93.80
2067 84.81 64.00 120.30 16.48 54.90
2068 85.04 77.92 73.37 8.30 11.97
2069 85.07 42.80 33.71 20.70 111.69
2070 85.10 46.83 33.04 19.95 111.16
2071 85.08 53.10 37.80 20.20 109.14
2072 85.25 30.33 28.84 17.31 97.32
2073 85.35 51.01 33.73 19.01 106.60
2074 85.36 36.75 25.72 19.72 101.24
2075 85.54 34.74 26.44 18.22 93.23
2076 85.36 38.94 27.77 20.37 108.12
2077 85.52 73.49 124.12 12.01 26.17
2078 85.46 57.26 44.36 18.15 85.04
2079 85.46 71.21 126.62 13.30 29.92
2080 85.55 62.71 83.62 16.90 68.59
2081 85.77 32.74 22.72 18.03 87.85
2082 85.70 44.80 27.53 19.46 107.97
2083 85.62 60.26 51.04 17.41 82.92
2084 85.74 48.84 29.69 18.66 110.64
2085 85.82 65.50 92.85 14.51 47.83
2086 85.80 40.92 29.22 18.38 105.12
2087 85.85 75.84 105.86 10.52 16.56
2088 85.95 68.26 113.86 14.08 35.08
2089 85.86 54.93 37.00 19.91 97.84
2090 86.18 26.12 24.71 16.77 87.01
2091 85.97 28.46 25.33 17.49 101.85
2092 86.28 52.82 31.38 19.46 95.07
2093 86.33 46.92 27.03 19.17 96.58
2094 86.39 42.67 24.05 19.23 95.33
2095 86.37 58.64 40.36 18.58 82.44
2096 86.44 38.10 22.42 19.36 94.14
2097 86.54 50.72 26.48 18.76 92.53
2098 86.56 30.78 23.98 16.45 94.58
2099 86.51 62.19 55.18 16.47 70.28
2100 86.71 74.20 128.16 10.80 28.71
2101 86.66 56.57 32.91 18.05 87.27
2102 86.78 35.83 22.48 19.07 90.64
2103 86.66 64.36 63.47 16.23 60.04
2104 86.84 71.86 115.20 12.52 32.57
2105 86.87 44.55 24.27 19.26 93.36
2106 86.84 48.86 23.23 18.43 89.42
2107 86.93 40.31 20.90 19.48 76.15
2108 86.97 33.50 20.05 17.92 81.30
2109 87.05 67.11 87.05 13.62 46.91
2110 87.04 54.50 30.57 18.16 85.10
2111 87.04 60.22 40.66 16.99 72.68
2112 87.10 28.02 19.81 18.23 92.63
2113 87.25 69.78 98.02 12.27 38.26
2114 87.45 46.23 23.36 20.19 89.67
2115 87.46 52.21 24.88 18.80 81.76
2116 87.51 58.21 32.13 17.40 72.36
2117 87.62 42.26 20.21 18.43 71.92
2118 87.70 30.98 19.85 15.89 81.55
2119 87.64 37.91 19.80 17.62 73.20
2120 87.62 62.24 36.77 17.19 61.45
2121 87.70 65.25 52.24 14.71 52.27
2122 87.81 50.22 22.48 15.94 69.30
2123 87.83 48.13 21.23 19.73 84.23
2124 87.90 56.00 25.65 16.70 73.92
2125 88.07 72.22 84.29 11.32 31.59
2126 88.15 35.96 17.53 17.66 64.45
2127 88.20 33.69 18.80 16.71 65.91
2128 88.19 44.40 20.01 18.85 68.67
2129 88.24 28.50 16.58 15.86 72.92
2130 88.26 40.17 19.60 17.63 67.44
2131 88.21 53.81 21.79 17.32 72.57
2132 88.17 60.25 32.13 16.43 62.23
2133 87.97 63.38 36.08 13.31 56.54
2134 88.15 68.11 59.82 12.67 43.92
2135 88.66 69.75 58.07 12.08 37.61
2136 88.57 57.92 25.73 18.21 64.93
2137 88.66 46.50 19.70 17.16 69.04
2138 88.59 64.26 34.21 14.55 53.45
2139 88.75 51.34 19.10 17.56 57.57
2140 88.99 31.26 16.91 15.40 65.01
2141 88.90 38.04 17.10 16.87 56.89
2142 88.87 42.36 18.82 17.39 57.52
2143 88.93 61.88 26.00 14.82 52.43
2144 88.85 48.76 20.36 17.87 57.73
2145 89.06 55.57 22.02 17.09 62.77
2146 89.28 53.10 19.56 17.15 58.03
2147 89.35 59.98 21.89 15.39 51.98
2148 89.42 71.63 45.06 10.41 30.92
2149 89.50 33.83 17.85 16.70 60.79
2150 89.25 66.01 35.06 13.29 52.49
2151 89.40 44.70 17.28 16.09 47.15
2152 89.49 39.95 17.30 17.86 47.25
2153 89.24 63.12 20.71 14.86 52.93
2154 89.60 68.21 41.30 12.82 42.57
2155 89.71 58.03 20.06 14.57 46.94
2156 89.65 64.29 28.24 14.09 49.09
2157 89.68 49.84 18.90 17.20 49.60
2158 89.75 47.12 17.01 16.22 40.27
2159 89.99 42.28 16.80 16.33 39.72
2160 90.12 56.32 19.88 15.52 43.98
2161 90.26 54.25 17.33 15.47 42.91
2162 90.32 51.54 16.99 17.22 39.05
2163 90.27 32.19 15.98 15.26 53.06
2164 90.28 37.47 19.94 17.88 54.83
2165 90.27 61.94 21.29 14.57 41.88
2166 90.47 66.85 27.17 11.98 37.38
2167 90.41 70.04 32.32 11.40 36.71
2168 90.60 34.74 17.49 15.24 40.75
2169 90.61 44.57 17.33 16.67 34.49
2170 90.64 39.87 16.98 16.34 35.39
2171 90.66 60.11 19.15 14.52 38.02
2172 90.74 49.23 15.94 15.50 33.76
2173 90.87 47.10 16.03 16.08 30.80
2174 90.91 64.45 20.38 13.38 35.23
2175 91.03 58.22 18.09 15.37 33.23
2176 91.21 53.02 18.48 15.94 33.80
2177 91.17 56.29 17.33 15.55 31.84
2178 91.20 42.16 16.22 16.96 27.52
2179 91.44 37.85 15.88 15.71 29.06
2180 91.43 68.84 20.63 12.31 33.55
2181 91.56 62.45 16.47 12.88 31.61
2182 91.86 35.29 15.62 17.10 32.54
2183 91.78 50.85 17.47 15.42 25.21
2184 91.85 66.58 17.76 12.68 33.01
2185 91.84 45.99 15.93 17.49 24.41
2186 91.81 43.81 16.88 17.20 27.54
2187 91.87 54.99 18.09 14.83 30.42
2188 91.96 40.39 16.44 16.75 24.17
2189 91.87 59.67 17.02 13.92 27.35
2190 91.76 48.69 16.35 13.84 21.77
2191 92.27 57.48 16.53 13.22 24.39
2192 92.34 64.63 17.92 13.13 26.04
2193 92.48 52.99 16.35 14.40 20.76
2194 92.35 49.20 18.05 14.95 20.16
2195 92.41 60.96 14.75 14.08 28.67
2196 92.65 38.67 14.47 15.21 24.88
2197 92.76 47.07 16.68 15.84 19.06
2198 92.76 42.38 17.62 16.53 18.68
2199 92.97 55.37 17.03 15.13 20.03
2200 93.15 36.36 15.58 16.39 29.02
2201 93.05 44.51 17.77 15.41 20.48
2202 93.20 59.25 17.37 13.41 21.74
2203 93.21 51.02 16.28 13.34 18.52
2204 93.47 40.52 16.94 16.07 21.27
2205 93.59 48.85 17.01 15.27 18.94
2206 93.35 56.59 14.29 12.00 20.10
2207 93.65 53.59 15.88 15.84 15.83
2208 93.91 57.37 17.00 12.71 14.51
2209 93.95 46.25 15.65 15.05 18.81
2210 94.15 38.33 14.26 16.53 26.34
2211 94.34 42.03 15.26 16.25 17.13
2212 93.98 61.50 15.21 13.04 17.48
2213 94.14 51.13 15.85 16.15 12.69
2214 94.54 53.03 15.84 15.88 15.58
2215 94.40 64.55 13.00 11.41 19.53
2216 94.59 55.21 15.87 14.77 15.03
2217 94.69 58.95 16.91 12.62 14.99
2218 94.76 50.35 15.66 15.53 16.47
2219 94.58 60.69 15.50 14.44 18.31
2220 94.93 44.66 14.97 14.95 15.22
2221 95.19 39.70 14.20 15.45 22.16
2222 94.98 57.69 16.15 12.41 15.09
2223 95.34 49.00 14.95 14.42 13.30
2224 95.24 56.83 17.45 13.22 15.42
2225 95.56 42.52 15.81 14.84 18.28
2226 95.50 52.83 16.82 14.25 12.94
2227 95.46 46.73 14.65 15.02 12.96
2228 95.79 60.32 14.92 12.30 15.46
2229 95.97 56.19 17.32 12.82 10.06
2230 96.04 44.20 13.26 14.67 19.70
2231 96.18 50.85 17.37 14.21 9.84
2232 96.08 49.23 15.88 15.00 13.68
2233 96.27 53.74 14.21 12.74 8.49
2234 96.38 57.88 15.88 12.90 13.54
2235 96.49 44.88 11.43 13.86 17.38
2236 96.40 47.09 12.86 12.33 14.71
2237 96.85 51.16 14.42 14.89 4.63
2238 97.17 49.26 13.97 15.42 13.44
2239 97.05 46.72 11.63 12.89 13.84
2240 97.33 52.68 12.46 12.54 13.54
2241 97.32 57.44 14.35 14.65 10.56
2242 97.79 45.51 8.00 10.65 9.59
2243 98.06 47.25 10.43 11.61 12.17
2244 98.12 51.14 11.07 12.22 14.05
2245 98.35 49.26 11.98 12.72 9.15

