#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
kf8 14A 1 even-skipped Kruppel hunchback

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - hb>
1829 84.96 42.51 22.16 10.51 3.52
1830 84.73 47.60 22.05 10.59 2.32
1831 84.81 33.68 20.32 9.26 3.00
1832 85.06 63.44 21.17 8.80 1.15
1833 84.98 44.68 21.68 10.74 3.51
1834 85.09 50.98 22.70 9.80 3.77
1835 85.56 37.89 19.82 9.64 3.63
1836 85.33 54.23 21.52 9.76 3.07
1837 85.44 27.75 19.24 8.93 3.64
1838 85.35 52.70 22.82 10.21 2.85
1839 85.43 20.01 16.70 7.67 2.08
1840 85.12 46.84 23.80 9.80 2.20
1841 85.59 49.16 20.69 10.64 4.02
1842 85.42 68.94 12.16 7.13 0.44
1843 85.72 40.63 19.89 10.41 3.87
1844 85.55 56.65 21.12 9.12 2.48
1845 85.54 65.40 15.34 6.95 1.08
1846 85.39 33.73 20.38 9.38 3.31
1847 85.60 30.35 19.52 9.15 4.13
1848 85.74 35.21 18.54 8.86 3.31
1849 85.67 47.31 20.78 9.78 3.49
1850 85.93 23.60 15.77 7.46 3.62
1851 85.80 25.92 17.37 7.63 3.23
1852 85.88 60.62 19.62 8.79 1.60
1853 86.12 42.87 19.67 9.39 3.81
1854 86.38 55.13 20.52 10.44 3.11
1855 86.27 31.72 19.85 8.06 4.11
1856 86.15 62.31 17.25 6.64 1.68
1857 86.41 51.06 21.92 10.44 3.85
1858 86.55 25.42 17.93 7.33 3.55
1859 86.53 52.80 18.99 10.33 3.84
1860 86.67 27.80 18.14 8.50 3.74
1861 86.47 45.92 20.88 10.93 3.39
1862 86.52 63.85 17.42 8.13 1.49
1863 86.47 47.90 20.27 10.03 4.32
1864 86.45 35.78 20.00 9.11 4.84
1865 86.87 21.11 14.60 6.79 3.04
1866 86.78 49.63 20.98 9.74 4.65
1867 86.71 65.79 14.71 7.10 0.97
1868 86.74 34.49 17.62 8.98 3.81
1869 86.71 39.95 20.94 9.29 4.96
1870 86.86 23.22 15.46 8.44 3.34
1871 87.05 37.49 21.03 9.18 4.23
1872 86.83 32.85 19.50 9.30 4.70
1873 87.21 42.39 20.39 9.19 4.93
1874 87.46 29.97 16.89 7.57 4.36
1875 87.47 67.62 10.63 6.71 0.65
1876 87.12 22.27 19.67 7.00 4.83
1877 87.33 61.99 18.09 8.40 1.80
1878 87.41 26.54 17.36 7.77 4.86
1879 87.12 33.88 21.00 9.00 11.00
1880 87.57 32.44 19.20 8.51 5.34
1881 87.70 50.62 21.56 9.70 3.79
1882 87.82 24.23 14.83 7.05 4.35
1883 87.49 34.27 20.08 8.88 5.08
1884 87.57 60.11 19.44 8.40 1.62
1885 87.69 55.43 20.35 8.95 3.79
1886 87.60 58.19 18.61 9.71 3.02
1887 87.75 48.84 19.95 9.78 5.90
1888 88.08 65.68 12.84 7.23 1.09
1889 88.12 22.28 15.33 6.52 2.65
1890 87.75 25.37 16.40 7.35 4.50
1891 87.70 40.26 18.09 8.51 4.29
1892 87.71 46.86 22.11 10.11 5.26
1893 87.96 36.97 19.20 8.60 5.00
1894 88.06 35.15 19.65 8.03 6.43
1895 88.19 43.70 19.02 10.10 5.89
1896 87.95 52.68 22.28 10.20 4.14
1897 88.11 41.30 18.25 9.02 7.86
1898 88.39 56.90 18.73 9.41 3.48
1899 88.31 27.59 17.06 7.31 5.16
1900 88.18 62.55 17.60 7.86 1.47
1901 88.52 47.90 22.57 10.50 5.00
1902 88.47 60.32 20.69 7.92 2.29
1903 88.59 30.42 17.56 8.29 4.21
1904 88.50 37.69 19.91 9.81 8.37
1905 88.61 58.59 18.47 7.86 2.81
1906 88.65 54.51 18.84 9.15 5.15
1907 88.92 33.18 18.49 7.73 5.34
1908 88.73 40.21 18.81 9.31 5.95
1909 88.81 49.93 20.18 9.18 6.02
1910 88.79 51.93 20.52 8.91 6.25
1911 88.81 24.20 18.52 7.12 4.00
1912 88.91 38.83 18.57 10.19 6.90
1913 89.13 42.26 18.79 9.48 7.19
1914 89.12 35.51 18.48 7.98 6.69
1915 89.18 25.93 16.48 7.90 5.64
1916 89.11 61.14 17.32 7.68 2.40
1917 89.30 28.50 17.42 8.14 4.28
1918 88.95 44.64 20.00 8.91 4.45
1919 89.19 46.04 19.05 11.00 9.46
1920 89.65 53.12 19.97 9.72 4.55
1921 89.55 57.30 18.67 8.31 4.07
1922 89.72 58.99 16.69 7.95 3.64
1923 89.77 47.94 21.18 9.70 7.18
1924 89.80 37.26 19.08 8.41 9.08
1925 89.77 55.58 19.82 9.11 5.22
1926 90.03 31.44 17.02 7.61 6.94
1927 89.96 61.97 15.15 7.31 2.06
1928 89.93 50.07 21.09 9.93 6.43
1929 90.26 26.50 15.65 7.69 5.79
1930 90.33 34.66 16.10 7.95 6.61
1931 90.30 41.00 19.24 8.91 7.83
1932 90.46 45.86 20.19 9.13 8.21
1933 90.29 24.76 16.10 6.69 3.03
1934 90.37 51.78 21.63 8.56 6.54
1935 90.27 61.30 14.50 7.20 2.50
1936 90.35 30.26 13.92 6.62 4.08
1937 90.50 60.09 14.58 7.58 2.18
1938 90.61 38.69 19.83 8.60 8.75
1939 90.67 56.27 18.84 8.88 5.21
1940 90.66 54.11 18.98 9.48 6.79
1941 90.96 37.02 17.02 8.89 5.47
1942 91.11 47.73 18.55 9.07 7.60
1943 90.92 28.90 16.46 8.29 5.85
1944 90.93 63.07 12.23 6.21 1.84
1945 90.85 61.25 12.35 7.12 2.88
1946 90.96 51.60 20.85 9.54 8.24
1947 91.12 41.89 20.74 8.11 8.28
1948 91.10 32.24 18.13 7.80 4.84
1949 91.26 30.50 16.38 7.66 7.98
1950 91.22 49.76 19.40 8.83 9.75
1951 91.54 53.92 19.03 9.08 6.19
1952 91.46 33.25 20.07 8.77 9.80
1953 91.53 39.29 17.79 8.86 8.19
1954 91.44 55.82 18.21 7.87 5.74
1955 91.50 45.40 19.39 9.22 8.61
1956 91.77 58.86 15.13 7.45 4.55
1957 91.67 61.08 13.53 6.43 2.64
1958 92.07 51.96 19.61 9.24 9.51
1959 91.89 35.20 16.38 7.64 10.16
1960 91.88 40.73 18.38 9.09 9.16
1961 92.22 28.85 14.28 7.16 8.52
1962 92.10 46.52 19.25 8.76 9.69
1963 91.84 52.79 20.00 9.80 9.80
1964 91.86 33.90 17.60 7.80 5.60
1965 92.08 50.24 18.95 9.02 9.82
1966 92.15 27.24 15.53 6.70 5.75
1967 92.28 30.90 16.23 7.38 7.02
1968 92.46 48.43 18.09 9.05 10.88
1969 92.34 37.20 17.84 8.95 6.73
1970 92.40 42.18 18.53 8.90 9.90
1971 92.72 33.48 17.21 7.47 9.04
1972 92.71 44.66 18.62 9.32 8.57
1973 92.76 39.08 16.10 7.79 10.22
1974 92.84 55.29 17.30 8.55 6.86
1975 92.97 58.81 13.41 7.64 4.23
1976 93.08 52.40 17.50 9.02 7.54
1977 93.10 36.59 18.00 9.04 8.84
1978 93.04 46.50 16.50 8.75 4.46
1979 92.95 42.16 19.86 7.57 7.14
1980 93.68 40.89 17.68 8.45 9.26
1981 93.42 42.89 20.25 8.55 8.60
1982 93.51 31.85 16.78 7.69 10.28
1983 93.50 49.96 19.76 8.47 11.21
1984 93.39 56.48 15.19 8.19 7.43
1985 93.55 37.79 17.84 8.47 9.02
1986 93.58 47.58 17.56 8.98 10.36
1987 93.73 29.09 15.87 6.97 7.82
1988 93.85 34.51 17.21 7.53 11.24
1989 93.44 57.52 15.00 7.25 4.75
1990 93.81 57.74 12.58 7.79 4.16
1991 94.18 36.85 17.48 8.03 10.03
1992 94.32 53.01 16.24 8.61 9.58
1993 94.39 56.42 15.58 7.08 7.21
1994 94.61 50.51 18.57 8.32 10.57
1995 94.84 31.31 15.03 6.72 10.54
1996 94.52 54.49 17.10 6.84 5.90
1997 94.74 41.59 17.88 7.59 11.90
1998 94.78 36.88 17.54 7.23 9.38
1999 94.94 43.50 18.02 8.00 9.59
2000 94.84 44.81 15.60 7.25 14.35
2001 94.96 38.86 16.59 8.21 11.42
2002 95.23 36.22 16.27 6.70 14.37
2003 95.18 33.63 15.21 6.81 12.60
2004 95.40 54.04 15.15 7.79 8.81
2005 95.34 46.29 18.20 8.51 12.18
2006 95.60 50.94 16.16 7.56 8.40
2007 95.56 41.05 17.09 8.34 10.58
2008 95.80 48.19 16.96 8.44 8.74
2009 96.11 44.61 15.73 8.30 11.28
2010 96.02 32.30 13.68 6.71 12.67
2011 96.14 35.42 15.30 7.14 9.50
2012 95.90 37.67 18.33 7.67 4.53
2013 96.31 39.15 16.00 7.91 13.09
2014 96.19 41.94 18.62 6.75 8.81
2015 96.46 37.17 14.47 7.88 12.71
2016 96.52 42.84 16.00 7.46 11.04
2017 96.75 34.03 14.35 6.52 13.12
2018 96.98 47.54 14.83 7.01 12.46
2019 96.79 41.26 15.65 7.58 8.26
2020 97.12 43.26 16.00 7.19 10.43
2021 97.51 36.66 14.07 5.20 9.48
2022 97.46 44.30 13.86 7.22 10.45
2023 97.67 39.92 14.44 6.41 10.37
2024 97.35 41.89 13.90 8.13 5.77

