#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
hre1 14A 7 even-skipped Kruppel hunchback

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - hb>
1823 81.62 69.36 34.38 13.81 18.92
1824 81.70 23.45 94.09 12.81 71.77
1825 81.72 28.17 100.82 16.04 97.07
1826 81.75 62.69 109.74 17.61 40.68
1827 81.92 35.52 95.86 19.38 128.82
1828 81.85 47.12 151.43 21.03 113.30
1829 81.84 60.31 139.87 19.80 49.33
1830 81.90 55.46 139.96 21.16 82.51
1831 82.05 49.00 140.23 21.95 112.60
1832 81.98 37.80 114.71 21.31 114.47
1833 82.13 41.32 120.09 20.04 129.68
1834 82.25 25.69 93.93 14.51 83.81
1835 82.10 32.90 92.79 17.42 116.37
1836 82.25 51.14 132.53 20.66 100.73
1837 82.28 43.56 132.68 20.70 123.61
1838 82.41 74.74 19.41 10.37 9.26
1839 82.42 67.55 66.43 14.99 27.24
1840 82.41 18.62 62.58 9.85 42.99
1841 82.46 57.23 141.03 17.86 68.08
1842 82.63 21.52 63.66 10.99 55.76
1843 82.62 29.55 90.43 16.21 99.35
1844 82.51 53.18 144.86 19.87 91.21
1845 82.64 45.72 123.05 20.55 126.48
1846 82.73 39.47 105.34 18.56 119.11
1847 82.94 59.39 144.06 18.77 61.67
1848 82.91 64.73 114.22 15.53 40.27
1849 83.02 61.82 134.60 16.72 43.95
1850 83.09 72.31 36.72 11.45 15.41
1851 83.07 23.69 75.79 12.72 81.85
1852 83.05 34.11 74.44 18.73 127.68
1853 83.00 47.97 102.89 21.02 113.54
1854 83.17 27.32 87.21 15.40 84.29
1855 83.09 31.61 71.61 17.60 107.09
1856 83.11 36.74 77.78 19.30 116.72
1857 83.14 54.61 129.30 19.72 77.36
1858 83.21 42.30 94.55 19.67 116.32
1859 83.41 70.27 66.59 12.15 20.23
1860 83.32 50.30 105.64 19.55 116.64
1861 83.56 44.54 78.09 19.35 125.15
1862 83.66 56.16 121.34 17.88 81.22
1863 83.56 19.55 41.51 9.83 42.47
1864 83.57 52.45 91.36 18.37 98.44
1865 83.79 67.80 93.45 14.23 29.40
1866 83.77 38.86 61.45 18.32 130.70
1867 83.85 46.65 70.94 19.34 128.39
1868 83.86 25.36 63.22 14.05 79.04
1869 83.94 58.25 132.68 18.40 79.44
1870 84.02 21.77 45.13 10.36 69.28
1871 84.06 29.68 56.75 15.82 93.63
1872 84.03 35.12 52.49 18.09 119.47
1873 84.09 41.23 60.44 19.77 120.10
1874 84.18 65.29 122.49 15.94 41.87
1875 84.15 32.48 54.41 17.68 100.90
1876 84.21 62.90 135.60 16.54 53.01
1877 84.37 60.56 120.84 16.53 60.29
1878 84.34 48.62 73.88 18.91 131.82
1879 84.29 53.79 87.28 18.32 84.84
1880 84.45 72.08 48.95 10.29 17.12
1881 84.55 27.46 44.55 14.79 94.72
1882 84.57 37.15 47.19 17.99 125.88
1883 84.46 43.37 51.32 19.57 124.82
1884 84.52 50.64 63.27 19.18 112.72
1885 84.55 74.24 34.19 7.75 9.94
1886 84.84 23.22 34.76 12.21 77.84
1887 84.89 39.80 41.03 17.60 114.36
1888 84.91 45.65 53.40 21.11 122.01
1889 84.86 56.92 84.40 17.55 92.23
1890 85.00 69.82 75.76 12.22 24.61
1891 85.10 33.81 37.98 17.26 104.02
1892 85.20 55.01 61.49 17.20 97.47
1893 85.17 66.67 111.95 13.79 35.10
1894 85.13 25.37 36.62 12.10 82.81
1895 85.15 31.06 41.15 16.05 99.36
1896 85.26 58.86 98.11 16.67 71.35
1897 85.31 51.89 54.37 18.68 109.18
1898 85.32 47.49 49.78 20.49 109.82
1899 85.39 42.44 36.94 18.32 106.43
1900 85.55 63.73 114.88 16.12 48.62
1901 85.55 28.53 30.51 13.73 91.88
1902 85.61 35.85 37.23 17.48 111.59
1903 85.87 61.36 97.21 16.84 55.70
1904 85.39 72.18 63.75 10.30 17.75
1905 85.80 49.41 44.94 17.49 112.62
1906 85.74 38.35 31.47 17.69 114.40
1907 85.82 72.88 64.87 9.82 17.33
1908 85.88 44.80 35.14 18.07 110.26
1909 85.96 53.26 41.88 17.57 96.49
1910 86.34 70.34 92.50 10.88 23.32
1911 86.13 67.86 112.80 12.72 36.15
1912 86.20 23.01 22.16 10.94 58.37
1913 86.14 40.68 28.03 18.26 109.67
1914 86.18 57.40 58.87 17.04 89.72
1915 86.16 25.79 23.97 13.18 72.66
1916 86.20 33.03 27.58 16.42 85.80
1917 86.35 30.38 26.93 14.07 85.01
1918 86.30 74.12 50.57 7.62 12.70
1919 86.48 47.12 28.15 17.59 103.58
1920 86.49 55.02 42.29 16.83 90.06
1921 86.63 65.36 94.47 13.81 37.14
1922 86.60 42.88 25.46 17.77 103.29
1923 86.57 51.35 36.99 18.31 109.40
1924 86.45 59.54 66.88 15.71 59.79
1925 86.62 36.79 23.30 16.03 103.26
1926 86.75 27.73 21.29 12.86 74.31
1927 87.09 34.61 21.12 15.23 88.57
1928 87.10 63.12 73.36 14.54 53.43
1929 86.98 39.14 22.07 16.77 98.48
1930 87.09 49.57 30.24 17.43 101.50
1931 87.01 44.84 25.64 18.59 95.91
1932 87.24 53.05 33.09 16.62 96.00
1933 87.30 56.79 41.31 17.56 82.85
1934 87.27 24.48 15.19 11.05 52.84
1935 87.48 61.17 64.00 15.96 68.53
1936 87.52 67.74 94.56 11.82 30.26
1937 87.45 32.05 18.75 15.25 75.54
1938 87.45 41.27 21.56 18.11 91.15
1939 87.49 58.91 39.32 15.60 63.67
1940 87.62 29.40 17.32 14.58 69.68
1941 87.72 48.01 25.05 17.72 89.03
1942 87.82 37.37 17.14 16.06 89.20
1943 87.80 46.09 20.44 17.65 87.51
1944 87.89 54.90 32.30 16.61 87.69
1945 87.97 43.46 17.12 17.12 72.53
1946 87.90 64.98 64.46 12.57 40.06
1947 87.92 26.72 13.50 11.61 52.63
1948 87.99 51.24 25.02 17.22 80.00
1949 88.13 70.20 74.94 10.39 22.73
1950 88.20 39.48 18.17 16.29 78.54
1951 88.25 35.33 15.77 14.97 72.77
1952 88.63 33.20 13.36 14.85 57.90
1953 88.47 57.39 30.39 14.22 72.65
1954 88.60 61.95 39.35 13.04 49.47
1955 88.60 49.38 20.38 18.04 79.04
1956 88.66 59.78 37.79 16.26 68.70
1957 88.69 30.78 14.03 13.03 54.36
1958 88.66 41.43 15.62 16.08 63.69
1959 88.72 53.21 22.99 16.81 79.75
1960 88.82 67.87 43.98 8.91 24.67
1961 88.89 28.29 13.54 12.53 45.58
1962 88.82 45.19 16.06 16.73 67.92
1963 89.02 63.66 48.43 12.79 49.61
1964 89.24 25.80 11.02 10.63 33.13
1965 89.20 47.32 15.13 16.64 61.22
1966 89.18 65.85 55.57 11.98 38.04
1967 89.12 37.97 13.60 14.53 54.67
1968 89.21 55.69 23.76 15.92 69.88
1969 89.48 43.22 15.27 15.71 59.42
1970 89.42 51.50 17.17 15.46 69.33
1971 89.34 35.39 12.89 14.69 42.25
1972 89.72 40.87 13.20 15.25 43.21
1973 89.69 58.23 23.80 14.08 58.72
1974 89.80 60.90 30.37 13.09 51.46
1975 89.89 49.28 17.07 16.00 56.59
1976 89.94 29.89 11.83 12.20 33.95
1977 89.95 32.27 11.67 13.04 36.27
1978 90.01 54.23 17.91 15.39 59.36
1979 90.11 45.32 13.01 15.13 48.91
1980 90.17 27.44 10.93 10.73 26.34
1981 90.36 38.98 13.35 14.21 39.81
1982 90.37 36.67 11.85 14.22 33.39
1983 90.48 34.40 12.88 12.66 33.42
1984 90.50 66.03 28.78 10.15 30.41
1985 90.65 47.52 13.70 14.99 43.51
1986 90.60 56.59 16.86 13.84 54.60
1987 90.66 50.92 14.10 15.34 49.85
1988 90.84 52.93 14.10 15.44 48.12
1989 90.90 43.32 14.05 14.14 37.60
1990 90.94 59.01 18.64 13.07 48.85
1991 91.00 41.30 13.24 14.18 35.65
1992 91.12 61.36 19.49 12.75 44.60
1993 91.29 30.25 10.46 12.11 24.19
1994 91.35 28.06 11.24 10.29 21.61
1995 91.31 32.44 10.80 12.06 25.41
1996 91.39 45.43 13.15 14.78 34.94
1997 91.50 49.53 13.37 15.06 40.51
1998 91.55 54.69 14.26 14.86 40.46
1999 91.56 36.95 12.32 13.68 24.59
2000 91.75 39.39 12.77 13.15 29.89
2001 91.86 34.59 11.47 13.38 27.56
2002 91.88 57.31 13.69 13.11 39.17
2003 92.02 51.78 12.64 13.80 33.31
2004 91.92 62.76 14.95 11.23 28.23
2005 92.06 47.44 11.53 13.89 29.66
2006 92.17 42.12 12.46 14.79 26.53
2007 92.29 59.66 12.54 11.98 28.90
2008 92.48 44.59 13.29 14.08 24.06
2009 92.77 29.99 10.59 11.05 14.81
2010 92.62 32.56 10.92 12.38 21.15
2011 92.70 55.89 12.50 13.17 30.35
2012 92.81 53.73 12.73 13.35 27.29
2013 92.89 38.34 11.75 13.98 21.78
2014 92.87 35.91 11.21 13.47 20.80
2015 92.93 49.77 11.75 12.88 27.62
2016 93.21 40.73 12.30 13.32 21.73
2017 93.20 47.30 12.26 12.95 23.17
2018 93.34 57.65 12.27 11.22 24.27
2019 93.43 51.94 11.51 12.75 24.64
2020 93.55 43.33 12.33 13.33 19.18
2021 93.52 59.92 11.49 11.37 20.36
2022 93.53 33.83 9.93 13.42 19.23
2023 93.78 31.52 10.15 11.00 16.91
2024 94.00 45.86 11.02 13.78 20.57
2025 94.00 55.11 11.51 11.26 20.37
2026 94.13 36.42 10.85 12.33 18.12
2027 94.40 38.97 10.85 13.59 18.28
2028 94.28 33.82 10.02 10.09 17.14
2029 94.51 48.58 11.62 12.68 19.60
2030 94.52 50.67 11.09 11.99 18.58
2031 94.44 41.63 11.59 12.74 17.93
2032 94.61 52.94 10.81 11.87 16.93
2033 94.45 57.38 11.09 10.46 18.38
2034 95.00 43.99 10.23 11.99 17.20
2035 95.40 34.43 9.66 11.00 14.36
2036 94.96 40.83 11.55 11.68 16.77
2037 95.43 36.90 9.81 12.52 14.64
2038 95.35 55.19 10.24 10.70 16.05
2039 95.44 46.60 10.52 12.52 16.57
2040 95.53 50.88 10.50 10.90 16.77
2041 96.02 39.28 10.18 11.49 14.92
2042 96.07 41.88 9.94 11.81 15.92
2043 95.96 53.33 9.59 10.19 14.97
2044 96.41 48.24 10.34 12.23 13.21
2045 96.41 44.36 9.74 12.22 14.19
2046 96.12 50.94 9.83 10.02 16.02
2047 97.04 46.08 9.58 10.60 11.86
2048 97.36 40.98 9.09 10.46 12.61
2049 97.45 50.35 9.48 9.52 11.70
2050 97.62 43.25 9.55 10.79 12.48
2051 97.82 48.13 9.13 9.29 11.13
2052 98.16 43.92 7.91 9.44 12.12

