#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
hre2 14A 5 even-skipped Kruppel hunchback
1249 60.65 80.22 41.44 89.12 12.23
1250 60.66 44.65 46.78 64.88 14.52
1251 60.71 6.46 22.81 21.12 4.00
1252 60.74 22.25 45.10 37.46 6.67
1253 60.70 55.84 42.85 79.30 16.17
1254 60.82 75.32 43.14 106.07 15.35
1255 60.85 30.56 56.27 47.51 9.66
1256 60.81 70.40 44.29 94.88 14.81
1257 60.94 11.75 31.56 27.19 5.31
1258 60.97 72.78 42.08 94.36 14.62
1259 60.98 77.91 39.67 98.59 13.82
1260 61.00 28.43 66.05 39.71 8.84
1261 60.96 38.75 57.43 52.40 12.19
1262 61.14 13.96 41.17 28.35 4.51
1263 61.06 46.94 65.30 59.89 14.22
1264 61.09 58.93 44.19 78.28 16.66
1265 61.23 54.07 61.21 65.66 14.26
1266 61.20 68.52 40.77 85.27 15.48
1267 61.15 82.69 37.06 85.61 12.95
1268 61.14 93.93 24.28 49.61 5.93
1269 61.29 32.81 99.75 39.29 10.70
1270 61.19 61.95 44.55 87.52 15.91
1271 61.24 87.51 40.58 83.87 10.13
1272 61.30 42.86 65.70 55.48 13.41
1273 61.34 65.98 40.16 81.12 16.09
1274 61.42 17.96 50.67 30.23 5.27
1275 61.35 52.00 65.77 62.89 15.20
1276 61.48 24.32 68.80 34.82 7.51
1277 61.46 8.95 39.26 18.71 4.43
1278 61.60 20.50 77.16 27.40 6.55
1279 61.53 49.25 99.82 53.56 14.73
1280 61.67 85.18 30.70 78.00 10.75
1281 61.77 26.41 77.38 35.68 8.15
1282 61.70 89.95 33.48 61.73 8.28
1283 61.66 56.87 70.16 65.86 15.32
1284 61.84 45.12 97.83 50.32 13.45
1285 61.93 15.78 57.05 24.83 5.82
1286 61.85 40.49 101.84 43.77 12.39
1287 61.83 63.90 50.84 71.84 15.42
1288 61.97 35.77 110.61 41.29 10.53
1289 61.90 37.97 92.46 45.78 11.78
1290 61.91 71.00 37.17 75.12 13.77
1291 62.00 76.62 33.57 79.91 12.72
1292 61.97 79.36 30.78 76.17 12.45
1293 62.02 60.55 70.90 65.14 15.02
1294 62.03 74.02 36.27 77.38 13.66
1295 62.29 92.77 21.24 50.02 6.52
1296 62.20 28.73 103.56 31.94 8.40
1297 62.25 82.01 30.61 70.44 10.44
1298 62.37 10.65 57.19 18.08 4.38
1299 62.18 67.92 46.48 69.98 15.40
1300 62.37 50.62 142.42 46.83 15.40
1301 62.35 33.96 128.02 33.70 10.21
1302 62.33 55.25 89.21 52.43 15.33
1303 62.45 22.44 88.74 27.16 7.18
1304 62.39 47.43 130.13 44.76 13.78
1305 62.45 58.49 101.17 52.00 14.94
1306 62.54 52.99 120.88 47.75 14.85
1307 62.60 13.50 64.07 19.29 5.46
1308 62.52 42.28 124.31 41.44 12.71
1309 62.65 65.64 73.32 62.96 15.83
1310 62.72 62.36 85.51 52.77 13.77
1311 62.68 87.68 24.71 58.24 8.55
1312 62.89 7.87 55.81 14.35 4.03
1313 62.90 19.56 72.33 23.15 6.15
1314 62.82 84.79 27.95 61.92 10.67
1315 62.94 24.84 85.00 27.03 6.77
1316 62.92 32.18 124.25 31.00 10.17
1317 62.88 44.43 142.91 41.41 12.26
1318 62.90 72.45 40.20 60.57 12.70
1319 62.93 70.17 53.65 68.23 14.21
1320 62.91 37.33 121.83 36.94 11.23
1321 63.02 40.13 128.04 36.14 11.94
1322 63.08 90.45 23.13 49.84 7.19
1323 63.08 16.63 65.62 20.91 5.33
1324 63.15 75.09 39.45 62.06 12.69
1325 63.13 77.59 34.11 62.82 11.44
1326 63.12 80.29 31.97 60.70 10.15
1327 63.24 56.84 140.71 43.88 14.16
1328 63.23 27.23 83.47 27.43 8.34
1329 63.15 29.69 102.46 29.95 8.54
1330 63.35 60.26 131.25 46.33 14.56
1331 63.29 68.12 87.39 54.35 13.41
1332 63.33 49.05 146.40 41.64 13.04
1333 63.43 46.62 141.26 39.58 13.08
1334 63.52 64.12 126.49 47.70 14.55
1335 63.55 34.49 101.15 30.68 9.68
1336 63.55 51.41 163.90 39.51 14.31
1337 63.51 54.51 136.06 41.32 14.81
1338 63.64 82.76 34.35 55.18 9.32
1339 63.63 11.49 57.04 16.78 4.69
1340 63.77 21.67 74.44 22.80 7.21
1341 63.73 42.64 139.11 34.21 12.96
1342 63.84 92.79 19.91 39.80 5.89
1343 63.96 14.22 65.49 16.12 4.49
1344 63.89 36.50 102.62 29.93 10.40
1345 63.85 38.88 120.91 35.25 11.55
1346 63.88 66.29 120.62 47.40 13.29
1347 63.91 88.43 31.81 45.40 7.84
1348 63.97 31.98 102.89 28.32 9.61
1349 63.99 85.59 28.09 46.80 8.22
1350 64.00 18.17 57.92 19.67 5.65
1351 64.02 24.14 80.98 24.73 7.22
1352 64.09 71.30 104.48 47.49 12.76
1353 64.13 9.08 49.08 12.90 4.03
1354 64.12 44.74 131.05 34.42 12.12
1355 64.10 58.33 142.40 39.94 14.79
1356 64.10 62.23 148.13 45.62 14.30
1357 64.16 73.95 82.42 46.31 11.54
1358 64.18 29.65 89.82 26.06 8.22
1359 64.18 79.55 47.64 49.22 10.56
1360 64.35 26.53 70.57 24.34 8.69
1361 64.33 76.72 68.34 45.05 11.54
1362 64.39 52.97 151.00 36.84 13.62
1363 64.42 68.97 124.80 47.51 14.31
1364 64.46 49.31 141.24 33.92 12.72
1365 64.46 41.13 117.15 31.13 11.43
1366 64.59 55.66 134.84 36.64 13.91
1367 64.60 47.00 130.43 31.32 12.83
1368 64.79 16.08 55.96 16.73 5.64
1369 64.74 20.08 51.68 20.58 6.39
1370 64.73 33.15 73.02 26.05 9.77
1371 64.86 91.04 51.34 33.54 6.11
1372 64.77 64.60 139.08 41.48 14.15
1373 64.81 38.53 96.81 29.05 10.36
1374 64.86 60.25 140.58 36.20 14.36
1375 64.82 82.67 67.95 44.21 9.75
1376 64.89 11.65 49.49 14.07 4.26
1377 64.87 36.01 70.75 28.00 11.10
1378 64.95 23.05 48.64 20.08 6.89
1379 65.03 67.00 142.98 42.54 13.56
1380 65.04 43.88 110.04 30.70 11.47
1381 65.11 51.02 115.98 33.32 13.11
1382 65.08 87.80 63.93 35.24 8.03
1383 65.10 28.44 57.86 23.10 9.40
1384 65.19 72.74 129.02 41.43 12.81
1385 65.27 30.74 57.64 23.42 8.83
1386 65.18 57.63 112.25 34.02 14.39
1387 65.30 62.65 142.64 36.87 14.17
1388 65.28 85.20 72.41 34.53 9.18
1389 65.44 77.77 108.44 37.83 11.56
1390 65.43 80.50 92.23 38.51 10.04
1391 65.45 34.45 59.59 26.88 9.83
1392 65.44 70.53 149.98 42.96 13.45
1393 65.42 75.07 104.91 39.16 11.80
1394 65.45 8.49 31.66 10.97 3.83
1395 65.61 13.60 35.57 14.43 5.11
1396 65.50 18.04 41.15 17.24 5.63
1397 65.51 40.31 73.54 28.21 11.00
1398 65.57 26.49 45.28 21.84 6.84
1399 65.51 53.14 115.09 35.52 13.70
1400 65.72 42.39 76.61 28.70 10.32
1401 65.67 46.21 78.12 29.92 11.94
1402 65.74 48.55 89.28 30.40 13.55
1403 65.80 24.44 42.33 20.78 6.50
1404 65.82 37.93 58.63 26.12 10.95
1405 65.75 21.40 39.06 19.72 6.10
1406 65.87 55.28 99.54 34.35 14.79
1407 65.96 59.86 112.00 33.33 13.39
1408 65.97 32.40 41.20 23.98 9.12
1409 66.12 69.10 123.78 36.94 12.98
1410 66.12 10.79 31.78 12.07 4.19
1411 66.07 64.55 112.39 34.71 13.24
1412 66.06 89.51 85.34 27.41 6.72
1413 66.14 66.86 126.94 34.02 14.38
1414 66.17 83.53 97.42 33.17 8.51
1415 66.16 15.82 33.96 16.52 5.00
1416 66.17 35.99 46.74 24.76 10.14
1417 66.22 57.65 88.88 32.90 13.44
1418 66.21 50.76 76.33 31.35 13.14
1419 66.29 29.55 43.70 22.73 8.16
1420 66.32 44.28 62.82 28.13 12.31
1421 66.42 19.30 36.87 17.13 5.19
1422 66.42 61.94 105.59 34.33 13.98
1423 66.42 72.38 118.08 35.67 11.62
1424 66.48 86.59 99.54 28.56 8.15
1425 66.61 75.58 120.27 35.32 11.58
1426 66.60 27.53 38.22 20.51 7.92
1427 66.67 78.52 112.35 30.09 10.26
1428 66.57 40.01 49.05 25.43 11.35
1429 66.63 53.52 71.54 31.42 13.73
1430 66.69 81.11 105.98 31.72 9.43
1431 66.72 22.21 38.71 17.50 6.33
1432 66.72 33.91 42.18 25.02 9.32
1433 66.88 46.35 53.59 27.98 13.07
1434 66.90 24.64 41.83 18.75 7.44
1435 66.97 31.19 44.61 22.61 9.04
1436 66.88 42.16 54.50 28.62 11.50
1437 66.91 48.73 58.76 28.11 13.07
1438 66.95 37.76 50.95 25.44 9.67
1439 67.10 56.56 63.02 31.23 13.52
1440 67.09 59.33 78.58 31.21 14.19
1441 67.08 12.00 28.37 10.73 3.30
1442 67.21 17.39 37.52 16.13 5.41
1443 67.18 14.66 33.38 13.95 4.72
1444 67.20 66.09 101.04 32.84 14.08
1445 67.15 68.53 83.83 31.44 11.34
1446 67.24 9.61 27.02 9.98 3.95
1447 67.31 51.15 54.72 31.37 13.65
1448 67.26 63.73 89.35 31.04 13.08
1449 67.34 70.90 80.14 31.02 12.53
1450 67.35 89.55 93.63 23.08 6.10
1451 67.40 35.77 49.32 25.18 10.38
1452 67.38 83.19 96.28 29.06 7.62
1453 67.42 73.78 114.00 32.40 11.11
1454 67.60 20.24 52.68 16.69 5.35
1455 67.48 44.44 56.05 28.93 12.12
1456 67.50 29.22 48.07 22.54 8.37
1457 67.56 26.34 49.05 19.79 7.33
1458 67.69 61.60 63.29 28.16 12.41
1459 67.51 85.07 95.54 23.11 8.14
1460 67.57 39.89 68.28 25.23 11.09
1461 67.76 77.38 108.59 29.16 10.26
1462 67.78 33.38 69.23 23.55 8.42
1463 67.80 55.18 46.38 29.92 13.75
1464 67.80 86.96 88.57 24.14 7.76
1465 67.87 47.58 58.71 27.98 12.76
1466 67.87 80.49 93.03 28.47 9.00
1467 67.89 23.19 64.39 18.53 6.66
1468 67.97 49.73 51.94 28.65 14.23
1469 68.10 37.73 78.97 24.36 9.76
1470 68.17 12.86 47.55 12.85 4.35
1471 68.17 68.50 62.84 29.29 12.22
1472 68.25 31.09 76.68 21.92 8.64
1473 68.17 59.77 54.44 31.74 13.87
1474 68.30 15.65 52.38 13.22 4.92
1475 68.26 57.47 48.79 30.43 12.60
1476 68.18 65.84 62.28 31.09 11.74
1477 68.33 27.71 71.20 19.85 8.20
1478 68.34 10.07 41.23 10.50 3.76
1479 68.54 18.28 63.49 14.82 6.00
1480 68.55 43.69 95.60 27.09 10.71
1481 68.48 72.87 66.08 28.84 11.59
1482 68.52 75.42 83.44 27.32 10.54
1483 68.48 63.58 52.00 28.17 11.21
1484 68.67 46.10 99.68 27.36 12.38
1485 68.62 70.62 56.74 28.58 11.14
1486 68.62 52.57 62.64 28.02 12.33
1487 68.68 83.51 73.60 23.13 7.78
1488 68.63 35.01 86.81 23.36 10.04
1489 68.80 24.58 74.18 17.45 7.88
1490 68.72 40.38 109.10 25.72 11.14
1491 68.67 89.46 72.64 18.89 6.70
1492 68.85 21.47 78.77 16.34 6.48
1493 68.87 55.45 55.79 29.35 11.95
1494 68.87 86.20 71.79 20.28 6.79
1495 69.00 50.63 83.79 28.64 12.02
1496 69.06 77.91 71.81 24.79 10.48
1497 69.14 48.39 100.07 27.31 12.52
1498 69.03 80.83 88.19 24.06 9.10
1499 69.15 29.31 95.65 20.89 8.77
1500 68.96 60.94 47.20 27.67 13.20
1501 69.16 32.65 97.16 21.84 9.77
1502 69.20 36.99 114.78 24.10 10.14
1503 69.16 58.74 54.56 30.56 14.03
1504 69.10 66.30 47.11 28.61 12.07
1505 69.27 68.70 44.60 27.47 11.62
1506 69.44 11.71 58.78 10.75 4.10
1507 69.42 26.50 84.69 19.12 7.46
1508 69.45 15.30 57.64 13.20 4.75
1509 69.58 42.18 130.72 26.23 11.32
1510 69.43 62.98 53.05 26.24 13.73
1511 69.61 39.01 123.06 23.85 12.50
1512 69.66 53.85 98.36 27.73 13.29
1513 69.62 72.01 44.72 25.20 10.39
1514 69.69 18.62 66.74 15.49 5.87
1515 69.70 57.02 92.17 28.66 13.51
1516 69.64 74.60 48.59 25.12 10.24
1517 69.75 44.84 124.18 25.33 13.56
1518 69.89 87.79 57.63 17.31 6.94
1519 69.80 34.64 100.97 22.28 10.00
1520 70.05 30.92 88.36 20.70 8.92
1521 70.01 51.78 122.24 27.21 14.50
1522 69.91 65.36 51.90 28.15 11.50
1523 70.00 21.25 69.78 15.98 6.98
1524 70.06 61.11 87.07 27.82 13.07
1525 70.02 85.34 50.52 19.79 7.05
1526 70.13 24.65 73.55 18.25 7.75
1527 70.10 79.98 61.50 22.91 9.31
1528 70.15 82.69 44.70 20.44 8.37
1529 70.20 47.25 126.84 26.35 13.29
1530 70.30 28.03 77.58 19.09 8.55
1531 70.33 59.11 107.02 27.62 14.08
1532 70.18 67.83 48.64 27.79 12.26
1533 70.23 70.39 43.89 26.43 10.78
1534 70.23 77.24 45.91 23.36 9.34
1535 70.38 49.81 138.02 27.05 13.46
1536 70.36 36.53 106.52 23.64 10.82
1537 70.51 63.21 106.86 25.94 13.62
1538 70.63 17.04 55.17 14.19 6.20
1539 70.55 40.61 112.76 24.31 12.59
1540 70.57 55.56 122.31 26.43 13.41
1541 70.58 13.93 54.78 11.05 5.11
1542 70.61 33.24 81.89 22.06 10.43
1543 70.70 10.89 42.13 9.41 4.82
1544 70.70 43.21 126.96 24.58 11.66
1545 70.68 73.56 45.38 23.38 9.72
1546 70.86 22.80 61.89 17.36 7.72
1547 70.90 38.57 94.51 25.36 13.85
1548 70.96 53.54 130.53 27.57 13.43
1549 70.96 65.32 117.18 27.96 12.94
1550 71.05 45.58 126.70 25.05 13.75
1551 71.06 57.54 136.35 29.09 14.72
1552 71.16 20.02 54.40 14.89 6.74
1553 71.12 69.46 56.10 25.50 9.90
1554 71.19 84.42 31.25 18.46 6.89
1555 71.35 87.76 34.44 16.17 5.91
1556 71.28 29.42 51.20 18.33 10.33
1557 71.37 67.37 103.35 25.77 10.88
1558 71.30 60.59 127.72 28.37 13.15
1559 71.39 71.94 61.21 23.52 10.58
1560 71.25 79.05 37.95 20.02 9.02
1561 71.42 27.01 50.31 19.49 8.16
1562 71.44 31.56 58.32 19.92 10.64
1563 71.53 24.73 41.71 17.16 8.88
1564 71.35 36.40 72.53 22.93 12.16
1565 71.39 48.43 131.47 26.26 14.35
1566 71.42 81.85 35.26 19.11 7.40
1567 71.53 51.02 135.21 26.85 13.75
1568 71.71 34.34 56.86 21.17 14.02
1569 71.63 41.56 85.71 23.50 14.16
1570 71.87 15.35 35.05 12.94 5.38
1571 71.70 63.11 146.15 27.36 13.55
1572 71.79 74.87 46.82 22.93 9.45
1573 71.93 18.11 39.16 14.35 6.97
1574 72.02 38.77 58.72 23.25 15.13
1575 72.06 44.21 98.59 25.59 13.75
1576 72.04 52.90 128.16 27.55 13.36
1577 71.98 56.86 148.70 25.92 14.15
1578 72.11 21.93 42.78 14.57 9.03
1579 72.14 59.05 133.83 26.93 13.24
1580 72.17 46.80 97.16 26.59 15.11
1581 72.35 55.08 128.80 28.41 13.59
1582 72.11 65.54 126.02 25.93 13.64
1583 72.23 70.84 111.20 25.02 11.48
1584 72.23 77.80 44.14 22.49 8.77
1585 72.33 80.88 36.48 19.55 8.58
1586 72.35 84.24 29.09 17.69 6.48
1587 72.42 29.81 34.47 19.19 11.77
1588 72.44 61.57 145.47 26.24 13.98
1589 72.56 68.55 128.77 25.43 11.31
1590 72.54 32.47 37.71 21.36 13.52
1591 72.57 49.25 98.11 25.62 16.23
1592 72.49 26.60 31.77 18.33 10.29
1593 72.59 36.44 45.91 22.57 15.04
1594 72.44 79.20 39.33 18.76 8.05
1595 72.63 73.73 85.93 22.68 10.78
1596 72.68 87.44 22.38 12.97 5.64
1597 72.85 12.14 22.37 9.88 5.53
1598 72.82 42.34 65.51 24.67 15.43
1599 72.81 24.21 28.63 17.92 12.14
1600 72.93 40.25 46.83 24.06 17.57
1601 72.92 64.30 139.43 26.12 11.27
1602 73.06 51.33 100.55 25.70 14.75
1603 73.07 76.66 68.32 20.88 9.52
1604 73.09 18.52 27.08 13.54 8.38
1605 73.09 57.58 113.09 26.65 14.79
1606 73.13 15.10 22.76 11.04 7.22
1607 73.22 34.59 32.46 21.58 19.00
1608 73.21 82.54 41.11 17.44 7.26
1609 73.34 46.97 60.55 24.75 16.54
1610 73.25 53.73 90.06 25.98 14.58
1611 73.31 66.71 135.16 27.62 12.14
1612 73.30 21.58 24.84 15.09 9.91
1613 73.41 27.92 31.54 18.11 14.78
1614 73.28 44.59 60.37 25.06 16.57
1615 73.29 60.09 124.98 26.92 13.34
1616 73.34 38.27 38.63 22.51 18.44
1617 73.33 71.48 121.81 24.21 10.29
1618 73.52 79.81 53.46 19.61 8.46
1619 73.60 30.29 29.20 18.67 18.60
1620 73.63 62.72 130.79 24.54 13.77
1621 73.62 85.76 32.54 14.97 6.89
1622 73.71 25.84 25.07 19.02 14.04
1623 73.66 32.53 32.00 20.05 20.57
1624 73.70 49.14 57.44 24.10 17.12
1625 73.92 56.40 78.65 25.76 16.20
1626 73.82 74.32 110.16 20.78 9.71
1627 73.96 12.31 17.63 10.61 8.24
1628 73.89 68.83 123.58 23.28 11.25
1629 74.03 36.59 35.81 21.30 24.91
1630 74.09 43.11 39.08 25.08 22.06
1631 74.07 40.74 36.76 22.40 22.90
1632 74.22 19.81 24.34 14.45 12.44
1633 74.20 58.79 72.07 25.98 13.89
1634 74.16 65.21 112.19 24.02 13.30
1635 74.23 16.65 20.36 12.04 8.82
1636 73.89 24.85 25.00 15.50 10.50
1637 74.31 52.21 55.85 25.77 20.42
1638 74.39 45.91 40.98 23.77 20.38
1639 74.35 54.32 56.67 26.47 18.49
1640 74.41 77.28 97.28 18.82 8.12
1641 74.44 38.64 37.64 23.88 25.46
1642 74.47 61.59 82.28 24.48 14.64
1643 74.48 71.23 120.90 22.33 10.90
1644 74.68 33.78 38.06 20.95 26.84
1645 74.50 82.94 79.70 15.43 6.68
1646 74.61 28.85 35.38 18.38 21.81
1647 74.62 50.07 46.59 25.71 22.96
1648 74.76 80.08 87.38 17.96 8.89
1649 74.66 31.44 35.35 21.18 27.00
1650 74.84 26.31 31.09 18.19 20.81
1651 74.86 47.92 38.15 24.50 25.08
1652 74.93 68.26 108.66 23.60 12.13
1653 74.96 73.81 113.66 21.38 10.33
1654 75.18 23.52 36.83 16.38 18.06
1655 75.01 42.22 43.61 23.78 29.47
1656 75.15 55.79 43.60 24.33 17.92
1657 75.28 17.92 24.08 13.43 13.40
1658 75.21 63.58 65.79 23.23 14.38
1659 75.33 12.48 18.67 9.75 11.21
1660 75.26 58.14 46.25 25.69 21.71
1661 75.22 60.40 52.94 23.97 15.55
1662 75.31 65.95 81.45 22.96 12.87
1663 75.47 40.18 56.15 22.46 34.00
1664 75.37 15.57 21.60 11.87 11.62
1665 75.47 20.37 31.52 14.97 16.03
1666 75.45 53.47 38.98 26.32 27.07
1667 75.64 76.32 106.61 20.14 9.18
1668 75.64 38.08 66.11 23.11 37.20
1669 75.57 51.15 39.45 25.34 33.06
1670 75.59 70.59 98.57 21.55 12.58
1671 75.73 29.17 55.16 17.67 31.03
1672 75.94 31.80 76.61 19.18 33.53
1673 75.82 46.16 53.47 24.97 44.09
1674 75.90 79.10 103.25 18.42 7.52
1675 75.88 82.52 97.78 15.60 7.21
1676 75.82 26.18 41.86 18.34 29.00
1677 75.83 48.62 49.53 27.09 35.30
1678 75.92 34.71 76.56 21.41 41.51
1679 76.06 61.75 39.82 24.28 19.34
1680 76.07 43.10 62.98 23.80 40.66
1681 76.17 73.06 88.73 20.11 10.70
1682 76.23 68.25 63.30 21.75 13.48
1683 76.13 56.80 34.05 24.97 24.95
1684 76.22 59.35 37.47 23.49 22.95
1685 76.33 54.74 37.53 25.00 34.58
1686 76.42 13.34 24.30 9.24 14.05
1687 76.46 21.90 51.05 15.74 29.47
1688 76.52 63.76 40.00 23.78 19.54
1689 76.45 65.91 42.38 21.72 15.85
1690 76.57 15.55 31.75 11.33 14.05
1691 76.56 24.31 55.20 17.15 30.48
1692 76.49 36.87 98.35 22.59 44.78
1693 76.52 51.88 53.72 23.46 40.54
1694 76.66 40.80 88.45 23.83 45.79
1695 76.75 27.61 74.53 18.21 33.73
1696 76.89 49.64 85.38 25.27 49.53
1697 76.80 70.71 64.85 21.44 12.94
1698 76.78 75.54 76.87 20.16 10.20
1699 76.89 19.36 40.92 13.60 19.76
1700 76.93 81.04 102.03 15.09 6.55
1701 77.06 47.30 97.46 25.38 56.66
1702 77.02 33.32 93.42 19.85 48.08
1703 76.94 44.98 79.23 25.00 59.45
1704 77.00 78.01 83.40 18.28 7.49
1705 77.06 30.42 76.62 20.72 51.34
1706 77.24 38.79 117.20 23.05 55.42
1707 77.16 56.74 48.69 26.48 42.33
1708 77.13 61.00 35.65 23.86 28.73
1709 77.16 53.61 69.72 23.87 47.68
1710 77.33 58.89 48.67 24.31 38.10
1711 77.31 42.94 98.82 25.96 58.93
1712 77.57 35.94 122.43 22.57 60.47
1713 77.53 66.98 31.08 22.02 19.58
1714 77.56 73.03 51.71 19.03 11.65
1715 77.67 69.34 34.30 21.33 16.10
1716 77.65 25.19 82.49 17.09 36.37
1717 77.73 62.68 37.69 20.69 34.91
1718 77.55 64.80 33.61 23.06 24.31
1719 77.68 83.25 85.24 14.29 6.77
1720 77.81 14.47 45.81 10.99 19.10
1721 77.72 22.19 69.37 16.08 33.53
1722 77.92 51.13 110.52 25.39 71.71
1723 77.99 16.99 55.49 11.81 27.83
1724 77.88 28.23 104.51 18.92 51.59
1725 77.80 79.25 75.48 16.30 8.20
1726 78.03 40.65 129.46 23.29 68.68
1727 78.06 76.11 54.04 18.59 9.45
1728 77.96 55.44 86.88 23.09 50.35
1729 78.08 45.60 122.73 24.89 71.91
1730 78.24 31.29 116.78 20.36 67.53
1731 78.13 33.67 114.22 20.59 54.63
1732 78.36 19.52 68.99 13.90 28.05
1733 78.24 48.29 117.32 25.43 71.98
1734 78.31 53.41 111.02 24.80 68.15
1735 78.39 60.67 65.37 22.33 44.27
1736 78.49 80.83 67.53 14.84 6.95
1737 78.35 37.75 127.95 20.81 72.48
1738 78.43 43.07 132.72 25.24 73.98
1739 78.52 58.32 88.43 24.59 55.15
1740 78.66 66.10 35.36 23.22 28.81
1741 78.73 70.91 25.28 22.49 17.79
1742 78.78 26.24 96.49 17.47 59.09
1743 78.79 73.47 27.76 19.73 13.05
1744 78.94 63.79 51.79 26.09 47.62
1745 78.86 23.49 83.27 15.78 48.93
1746 78.81 68.57 26.41 21.69 24.62
1747 79.03 35.80 129.37 21.81 75.93
1748 79.05 78.31 38.56 16.15 8.27
1749 78.98 29.23 101.63 18.00 72.25
1750 78.98 50.02 136.39 22.73 77.67
1751 79.03 56.40 119.52 22.83 62.77
1752 79.21 46.88 139.89 25.26 90.83
1753 79.28 38.81 134.59 21.35 84.88
1754 79.17 41.35 132.74 23.16 78.16
1755 79.34 44.74 144.78 26.02 83.85
1756 79.27 52.65 141.16 26.02 80.00
1757 79.43 21.20 81.29 14.17 42.77
1758 79.24 33.36 129.14 20.64 79.22
1759 79.40 16.23 65.92 11.25 26.32
1760 79.40 82.18 50.73 14.04 6.69
1761 79.44 61.71 88.32 24.25 54.08
1762 79.78 55.02 135.08 23.98 75.08
1763 79.90 72.87 25.54 19.97 17.15
1764 79.85 59.70 118.17 24.25 63.92
1765 79.87 67.73 57.19 21.95 42.66
1766 79.90 26.97 82.55 15.76 62.69
1767 79.92 31.54 98.32 19.36 85.40
1768 79.98 70.29 36.26 20.32 29.26
1769 80.20 18.69 72.10 12.11 37.63
1770 80.03 48.78 148.13 24.51 95.21
1771 80.07 24.36 94.19 15.91 53.94
1772 80.00 57.61 131.64 24.67 69.95
1773 80.05 50.98 152.35 23.19 89.24
1774 80.14 65.49 75.57 22.63 53.75
1775 80.09 79.80 29.02 13.40 7.75
1776 80.18 29.16 92.57 17.28 71.70
1777 80.09 37.15 117.06 22.87 92.81
1778 80.14 43.13 134.92 24.67 100.67
1779 80.10 40.70 127.15 23.92 97.62
1780 80.08 76.48 22.85 16.31 12.04
1781 80.35 34.10 110.31 21.65 85.33
1782 80.37 74.89 22.56 17.60 20.44
1783 80.42 46.90 131.22 25.27 111.42
1784 80.45 53.20 142.40 23.45 81.11
1785 80.47 62.96 108.13 24.08 62.89
1786 80.71 21.21 68.11 14.11 49.74
1787 80.79 39.43 109.70 20.89 108.67
1788 81.02 79.10 22.66 14.74 10.34
1789 80.82 45.01 129.30 23.70 96.91
1790 81.01 55.71 142.94 24.70 87.39
1791 80.98 16.31 53.09 11.45 36.64
1792 81.00 35.88 95.83 20.98 102.28
1793 81.06 58.00 147.82 24.41 84.83
1794 81.02 60.55 141.91 22.56 69.49
1795 81.11 32.16 80.96 19.92 90.35
1796 81.14 26.31 67.37 16.24 76.55
1797 81.04 41.83 110.49 22.43 99.37
1798 81.12 51.10 150.37 24.28 102.15
1799 81.12 68.66 74.72 20.88 46.42
1800 81.14 71.98 43.95 19.23 32.18
1801 80.90 74.48 29.33 15.33 19.33
1802 81.27 23.66 66.12 15.37 60.53
1803 81.26 29.74 72.10 17.60 92.97
1804 81.31 48.71 131.54 24.92 113.30
1805 81.34 65.04 111.89 21.27 75.22
1806 81.47 38.02 90.12 20.49 109.00
1807 81.57 53.42 139.46 24.80 105.78
1808 81.70 43.69 107.47 22.33 116.91
1809 81.80 75.69 30.02 15.92 25.06
1810 81.86 18.14 54.87 12.17 44.67
1811 81.82 33.82 68.35 18.62 96.87
1812 81.79 46.60 112.92 23.88 123.81
1813 81.62 77.50 24.12 15.88 19.29
1814 81.82 62.76 132.16 22.29 82.07
1815 81.89 20.52 58.13 13.65 55.22
1816 82.05 28.00 59.90 16.53 80.59
1817 81.97 41.26 85.76 22.28 122.58
1818 82.15 67.44 92.38 20.82 70.97
1819 82.24 36.01 71.59 20.79 105.19
1820 82.11 50.88 123.71 25.05 127.76
1821 82.14 58.81 142.16 24.73 95.66
1822 82.22 55.19 116.85 25.10 107.75
1823 82.35 70.30 79.00 18.76 54.63
1824 82.33 73.30 57.96 17.38 35.85
1825 82.30 60.73 143.63 23.74 92.05
1826 82.43 22.67 54.28 14.69 67.69
1827 82.44 25.14 48.42 16.37 68.46
1828 82.50 30.50 48.42 17.04 87.79
1829 82.48 38.91 72.77 20.71 112.62
1830 82.46 48.84 99.71 25.39 117.82
1831 82.61 57.21 125.13 25.47 108.15
1832 82.58 45.10 98.61 23.21 114.52
1833 82.62 65.21 122.39 22.15 84.74
1834 82.62 53.15 113.29 24.73 135.49
1835 82.97 32.93 50.77 19.57 95.23
1836 82.95 43.24 64.52 23.15 132.90
1837 82.74 75.70 38.92 14.92 25.00
1838 83.01 47.02 97.55 23.82 116.89
1839 83.07 40.97 64.07 22.73 119.66
1840 83.13 18.12 36.84 10.39 53.07
1841 83.09 26.99 39.64 15.14 71.54
1842 83.11 62.94 131.00 22.00 89.59
1843 83.13 50.79 90.19 24.40 126.21
1844 83.33 20.80 39.77 12.39 57.98
1845 83.26 37.32 51.11 20.00 99.64
1846 83.27 77.17 36.02 14.18 18.90
1847 83.46 67.46 98.93 20.96 80.25
1848 83.38 55.82 98.61 24.43 117.93
1849 83.40 60.26 126.20 23.12 111.06
1850 83.40 72.21 75.43 17.91 50.09
1851 83.53 35.25 48.10 18.56 104.06
1852 83.74 69.78 96.94 19.75 65.66
1853 83.75 23.71 36.40 13.95 63.35
1854 83.79 29.07 39.17 16.27 84.47
