#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
mn4 14A 5 even-skipped Kruppel hunchback

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - hb>
1219 59.05 88.66 131.97 98.41 6.00
1220 58.87 50.68 160.36 177.74 9.26
1221 58.96 71.13 157.22 163.86 8.50
1222 59.04 14.27 101.70 136.68 5.47
1223 58.88 31.75 127.68 161.66 7.78
1224 59.11 10.15 98.41 129.77 5.09
1225 59.04 81.46 139.63 130.29 7.79
1226 59.06 57.36 143.52 175.00 10.13
1227 59.16 84.30 128.05 123.25 7.28
1228 59.18 16.81 105.52 123.14 5.48
1229 59.18 78.66 165.03 127.99 7.97
1230 59.20 37.29 127.39 173.89 8.96
1231 59.25 39.32 131.47 177.79 9.01
1232 59.37 67.19 129.58 170.54 9.52
1233 59.52 27.50 114.75 148.68 6.59
1234 59.41 41.82 130.88 169.37 8.42
1235 59.53 33.85 97.87 155.06 7.81
1236 59.46 52.85 123.03 177.23 9.77
1237 59.52 59.28 114.20 172.36 10.04
1238 59.55 44.42 116.71 175.57 9.02
1239 59.59 91.24 105.94 91.34 5.65
1240 59.73 24.27 96.26 132.34 5.37
1241 59.62 74.18 140.74 144.49 7.78
1242 59.75 76.54 128.91 137.70 7.98
1243 59.57 95.48 46.19 69.72 2.28
1244 59.61 19.31 100.82 128.60 5.96
1245 59.59 62.57 119.35 177.36 9.80
1246 59.60 64.86 130.72 168.87 8.85
1247 59.70 21.93 98.45 137.84 5.81
1248 59.72 55.14 107.11 174.91 9.00
1249 59.78 29.82 79.42 141.06 6.49
1250 59.73 47.53 110.43 166.37 9.04
1251 59.89 86.79 92.03 95.60 6.18
1252 59.86 7.96 81.42 109.37 3.80
1253 60.00 35.91 69.74 155.70 7.40
1254 59.95 69.40 105.36 141.92 8.72
1255 59.94 51.26 96.42 173.34 9.39
1256 60.16 12.60 79.73 116.12 3.99
1257 60.11 32.09 82.24 138.80 6.64
1258 60.03 92.42 79.45 91.64 3.95
1259 60.21 49.42 89.07 163.53 9.11
1260 60.27 72.23 109.96 138.93 7.91
1261 60.26 61.05 86.69 160.10 8.54
1262 60.14 82.36 91.17 111.22 6.44
1263 60.18 57.01 82.31 156.51 9.10
1264 60.25 40.58 81.15 152.70 7.47
1265 60.33 15.45 76.86 111.49 4.70
1266 60.34 38.27 71.62 141.64 7.81
1267 60.44 79.72 85.36 114.02 6.62
1268 60.52 9.92 82.35 106.95 4.30
1269 60.35 45.97 84.79 146.66 8.04
1270 60.48 42.80 76.71 140.34 7.80
1271 60.56 26.03 67.62 137.90 5.82
1272 60.49 66.41 88.54 150.35 7.84
1273 60.53 53.38 78.56 151.33 8.22
1274 60.72 84.79 68.98 91.43 5.28
1275 60.63 18.48 57.30 102.30 4.42
1276 60.63 59.13 73.10 147.39 8.06
1277 60.57 63.84 83.03 146.64 8.53
1278 60.95 6.62 44.25 79.51 2.53
1279 60.40 93.55 66.00 85.60 3.20
1280 60.75 28.30 55.54 117.95 5.91
1281 60.82 21.33 49.40 105.14 4.78
1282 60.82 33.98 58.69 123.96 6.28
1283 60.96 75.20 76.69 121.04 6.90
1284 61.08 77.68 66.61 112.27 6.52
1285 60.75 94.47 47.93 74.24 3.27
1286 61.00 30.86 48.42 101.54 5.51
1287 60.99 70.47 74.06 138.25 7.07
1288 60.87 90.24 69.85 88.99 4.81
1289 60.81 92.54 53.40 73.43 3.94
1290 61.00 48.24 61.74 139.49 7.12
1291 61.13 55.20 60.27 132.54 7.77
1292 61.13 68.29 68.43 142.35 7.88
1293 61.13 23.88 45.15 101.60 4.82
1294 61.06 44.52 66.93 132.50 7.54
1295 61.05 51.04 62.55 139.01 8.01
1296 61.13 36.23 52.78 122.80 6.88
1297 61.00 87.63 66.22 92.32 5.40
1298 61.30 57.31 56.22 129.79 7.27
1299 61.29 40.27 52.13 116.28 6.32
1300 61.37 61.48 61.51 133.42 7.76
1301 61.37 11.89 51.64 91.29 3.40
1302 61.48 81.87 56.31 93.99 5.14
1303 61.52 16.63 44.24 97.55 3.87
1304 61.56 38.07 46.59 98.75 6.47
1305 61.51 72.71 67.02 116.24 6.26
1306 61.60 14.23 44.23 87.15 4.42
1307 61.57 46.74 56.05 114.68 7.00
1308 61.61 63.57 57.01 121.89 7.24
1309 61.55 65.94 64.21 135.52 7.76
1310 61.67 52.55 54.69 108.75 7.33
1311 61.72 42.54 53.84 103.97 6.14
1312 61.72 91.75 50.33 79.25 3.94
1313 61.85 26.51 39.53 89.16 4.52
1314 61.77 29.19 38.36 90.32 4.87
1315 61.74 59.45 58.33 119.46 6.18
1316 61.89 8.55 37.83 76.18 2.89
1317 61.84 19.58 40.98 84.72 4.40
1318 61.91 32.57 41.12 85.53 4.94
1319 61.53 87.03 67.56 99.00 4.33
1320 61.99 94.36 29.74 62.90 2.88
1321 61.94 34.67 51.17 101.93 5.99
1322 61.86 49.53 55.05 112.30 7.12
1323 61.83 84.29 65.29 86.85 5.96
1324 61.77 88.18 53.00 81.67 4.56
1325 62.11 21.70 34.06 81.93 4.20
1326 62.11 45.10 54.05 96.71 6.49
1327 62.40 10.61 31.49 69.10 2.74
1328 62.20 79.53 56.52 85.85 5.54
1329 62.18 70.57 54.63 106.57 6.71
1330 62.27 76.48 59.86 98.13 6.31
1331 62.24 54.17 55.77 99.84 6.63
1332 62.30 74.15 60.88 106.28 6.23
1333 62.32 67.91 52.65 107.27 6.19
1334 62.30 24.11 39.27 77.19 4.47
1335 62.34 56.41 52.48 106.31 6.74
1336 62.38 89.53 51.36 76.26 4.46
1337 62.31 39.99 51.06 84.39 5.49
1338 62.53 36.48 54.19 81.14 5.58
1339 62.20 85.34 53.55 85.95 5.27
1340 62.57 6.24 19.90 49.25 1.75
1341 62.57 17.66 34.51 68.11 3.78
1342 62.61 30.61 45.51 75.34 4.65
1343 62.56 47.59 59.84 85.64 6.07
1344 62.68 58.45 51.46 95.54 6.09
1345 62.66 62.82 50.72 95.26 6.70
1346 62.58 65.31 53.38 96.83 6.23
1347 62.67 13.04 33.82 62.91 3.27
1348 62.74 50.28 63.60 83.16 5.65
1349 62.80 60.69 53.72 89.93 6.56
1350 62.73 86.87 49.76 71.60 4.66
1351 62.75 28.08 44.02 67.72 4.06
1352 62.83 83.14 46.99 67.70 4.65
1353 62.91 41.71 67.97 67.09 5.10
1354 62.99 15.36 36.79 64.06 3.38
1355 62.89 44.05 57.30 80.30 6.29
1356 62.95 52.49 62.13 83.83 6.15
1357 63.04 38.28 67.57 67.96 4.97
1358 63.06 34.25 60.21 65.13 4.73
1359 63.19 91.61 35.99 70.81 3.63
1360 63.21 24.81 51.27 63.49 3.77
1361 63.23 72.22 49.07 79.30 4.90
1362 63.18 69.42 54.36 83.48 6.00
1363 63.25 77.80 50.56 73.16 5.37
1364 63.32 19.41 39.85 56.74 3.22
1365 63.36 93.85 21.44 53.72 2.51
1366 63.40 8.51 24.70 50.51 2.52
1367 63.27 55.36 66.04 76.13 6.07
1368 63.39 21.87 48.14 53.44 3.40
1369 63.41 31.97 64.13 59.02 4.15
1370 63.49 80.38 47.08 65.75 5.17
1371 63.46 74.84 48.90 76.12 5.38
1372 63.57 45.69 75.11 63.53 6.00
1373 63.57 66.33 52.30 79.90 6.31
1374 63.36 89.39 37.37 69.19 4.21
1375 63.56 47.73 91.26 63.73 5.63
1376 63.66 39.84 87.24 53.97 4.81
1377 63.62 63.96 50.62 79.64 6.45
1378 63.69 26.70 62.81 54.73 3.98
1379 63.69 57.22 67.78 82.60 6.34
1380 63.73 11.35 33.47 46.21 3.13
1381 63.83 5.36 13.76 26.77 0.95
1382 63.82 29.77 79.11 51.11 4.02
1383 63.74 50.72 99.33 62.94 5.84
1384 63.84 85.48 43.41 58.54 4.05
1385 63.95 88.55 38.72 56.72 4.22
1386 63.80 36.50 90.68 50.73 4.75
1387 63.83 43.06 97.35 56.55 5.36
1388 63.81 53.80 78.55 68.54 6.01
1389 63.92 13.81 38.50 48.58 2.83
1390 63.90 61.50 61.03 72.95 6.25
1391 63.97 59.19 63.49 75.17 5.80
1392 64.02 17.07 49.47 43.49 3.07
1393 64.18 67.97 65.74 72.23 5.24
1394 64.14 82.14 46.38 56.62 4.43
1395 64.16 34.16 89.92 49.71 4.41
1396 64.17 70.83 54.82 70.54 5.76
1397 64.38 49.04 134.16 51.90 5.19
1398 64.41 24.09 78.85 41.32 3.37
1399 64.42 27.90 82.21 45.63 3.68
1400 64.48 41.14 112.44 49.08 4.94
1401 64.37 76.77 53.44 60.43 4.77
1402 64.52 52.45 95.43 56.34 5.82
1403 64.52 73.59 56.35 60.33 4.92
1404 64.60 7.22 25.84 33.33 1.66
1405 64.73 21.98 79.04 39.18 2.75
1406 64.67 38.43 115.29 47.50 3.73
1407 64.86 90.24 33.68 53.95 3.21
1408 64.62 92.93 23.75 47.88 2.64
1409 64.69 19.54 70.58 37.00 2.77
1410 64.61 31.76 110.63 42.37 4.18
1411 64.70 55.11 100.23 55.88 5.77
1412 64.60 9.78 35.06 38.37 2.27
1413 64.74 43.94 136.29 50.61 5.05
1414 64.61 79.74 51.59 53.29 4.87
1415 64.56 83.52 43.42 57.33 4.79
1416 64.80 45.77 122.40 52.85 4.84
1417 64.69 63.66 74.53 64.01 5.45
1418 64.91 57.34 97.10 59.41 5.10
1419 64.92 65.73 79.97 58.22 5.54
1420 64.96 12.25 57.84 37.90 2.63
1421 64.77 91.60 28.33 58.38 3.38
1422 64.97 36.45 122.30 39.99 4.49
1423 65.00 25.73 90.56 39.36 3.38
1424 64.97 61.34 88.50 56.41 5.62
1425 65.06 69.12 77.59 60.11 5.24
1426 64.93 84.74 45.82 57.29 4.18
1427 65.08 14.72 76.65 36.60 2.67
1428 65.15 85.82 42.00 51.85 3.94
1429 65.21 16.96 80.39 36.61 2.98
1430 65.19 47.34 146.69 48.72 5.30
1431 65.22 50.98 137.90 50.26 5.49
1432 65.23 59.18 84.02 54.63 5.48
1433 65.35 71.62 89.22 48.55 4.52
1434 65.35 28.77 109.19 36.69 3.61
1435 65.25 34.15 122.43 41.90 3.89
1436 65.18 75.66 77.45 51.72 4.38
1437 65.46 42.02 159.81 43.62 5.10
1438 65.43 81.00 57.55 39.84 3.97
1439 65.40 77.75 67.16 45.62 4.24
1440 65.52 82.25 48.66 47.50 3.34
1441 65.65 39.87 150.31 40.96 4.46
1442 65.29 83.57 46.73 44.07 4.00
1443 65.64 49.27 138.89 47.25 4.68
1444 65.68 52.86 128.00 50.21 4.95
1445 65.89 8.94 54.11 25.52 1.96
1446 65.63 31.52 124.76 36.15 3.83
1447 65.76 67.39 115.12 51.86 4.72
1448 65.86 6.60 33.87 19.05 1.17
1449 65.74 62.94 100.64 52.00 5.02
1450 65.65 74.90 84.52 46.07 4.56
1451 65.75 78.92 61.75 49.23 4.79
1452 65.91 91.55 26.61 41.34 2.45
1453 65.94 21.02 96.76 31.59 2.74
1454 65.91 54.90 138.44 47.34 5.34
1455 66.01 18.69 90.40 28.05 2.42
1456 66.12 93.18 24.25 31.76 1.98
1457 66.14 23.44 96.43 30.81 3.00
1458 65.96 26.59 113.41 33.34 3.16
1459 66.06 10.96 70.56 29.18 1.99
1460 66.10 56.92 138.64 49.72 4.62
1461 66.14 35.97 146.40 36.24 4.02
1462 66.12 43.59 144.31 41.61 5.10
1463 66.13 45.85 133.29 42.88 4.96
1464 66.21 65.08 120.27 47.45 4.73
1465 66.17 83.72 58.62 38.81 4.41
1466 66.32 13.44 79.28 25.59 2.18
1467 66.22 60.68 115.56 47.99 4.93
1468 66.28 38.09 147.30 36.15 4.01
1469 66.32 72.90 103.40 45.20 4.17
1470 66.22 89.66 34.32 43.62 3.61
1471 66.30 69.90 105.24 47.36 4.25
1472 66.25 85.09 56.83 40.52 4.26
1473 66.38 33.58 129.52 32.81 3.74
1474 66.42 16.26 83.56 26.93 2.33
1475 66.40 30.23 112.26 33.16 3.56
1476 66.47 76.29 98.56 43.82 4.37
1477 66.39 48.16 125.04 42.94 5.10
1478 66.42 87.04 48.11 36.66 3.55
1479 66.66 58.63 130.88 43.81 5.22
1480 66.61 81.39 76.26 35.27 3.57
1481 66.78 27.99 102.54 30.24 3.74
1482 66.71 51.08 131.58 40.29 5.12
1483 66.62 7.30 36.21 17.21 1.46
1484 66.76 41.62 108.96 33.78 4.46
1485 66.94 78.94 96.05 35.82 3.97
1486 66.82 52.94 139.18 40.74 4.99
1487 66.90 62.98 124.78 44.03 4.77
1488 66.92 67.56 144.02 43.19 4.57
1489 67.06 39.60 106.22 33.94 4.09
1490 67.07 91.20 40.73 32.97 2.58
1491 67.01 25.40 101.43 28.47 3.45
1492 67.08 44.57 110.32 35.78 4.13
1493 67.07 86.23 61.91 33.73 3.27
1494 67.20 18.80 80.71 24.79 2.85
1495 67.22 21.49 103.53 26.92 2.81
1496 67.24 54.67 128.34 40.75 4.80
1497 67.48 83.82 85.22 33.97 3.37
1498 67.35 10.32 66.18 21.60 1.77
1499 67.11 92.93 32.03 28.49 2.15
1500 67.38 46.89 100.76 34.25 4.17
1501 67.29 73.76 100.23 38.23 3.84
1502 67.30 36.86 111.60 33.03 3.86
1503 67.33 49.29 114.57 35.06 5.04
1504 67.38 56.71 146.51 40.88 4.66
1505 67.38 61.01 142.72 40.30 4.84
1506 67.42 70.33 142.69 37.67 4.31
1507 67.51 15.54 83.19 23.05 2.44
1508 67.45 30.95 78.28 30.00 3.08
1509 67.51 32.95 97.87 29.96 3.60
1510 67.22 87.84 54.75 33.81 3.38
1511 67.47 64.78 143.98 40.14 4.51
1512 67.40 8.09 41.14 15.86 1.22
1513 67.53 89.04 56.28 33.21 3.16
1514 67.62 13.18 67.75 21.61 1.99
1515 67.78 34.94 84.96 28.90 3.87
1516 67.77 76.42 116.80 35.50 4.11
1517 67.88 23.74 76.16 25.20 2.94
1518 67.84 42.95 94.76 33.16 4.40
1519 67.80 5.90 17.40 10.74 0.53
1520 67.92 29.12 75.12 26.57 3.03
1521 67.86 58.72 139.11 38.72 4.80
1522 67.99 66.52 178.54 36.59 4.55
1523 67.97 81.22 103.46 32.63 3.88
1524 68.05 26.18 72.71 25.19 3.00
1525 68.19 41.12 69.69 30.18 4.44
1526 68.07 38.90 83.73 33.07 4.48
1527 68.28 50.96 90.57 33.39 4.96
1528 68.02 52.97 94.23 37.08 4.86
1529 68.32 92.64 41.28 20.03 1.67
1530 68.06 8.06 33.95 15.93 1.64
1531 68.18 45.18 73.45 32.06 4.96
1532 68.39 19.18 71.30 22.19 2.35
1533 68.29 62.93 143.94 35.96 3.94
1534 68.36 16.92 71.03 21.67 2.31
1535 68.44 71.21 143.27 35.68 4.24
1536 68.46 86.43 90.84 28.02 3.24
1537 68.42 68.33 166.52 36.19 3.95
1538 68.34 55.30 97.56 35.65 4.65
1539 68.33 48.89 78.85 33.47 4.27
1540 68.52 73.60 115.38 33.06 3.90
1541 68.55 78.70 101.80 31.56 3.58
1542 68.44 11.60 52.23 19.62 1.71
1543 68.53 21.69 62.72 24.10 2.97
1544 68.53 36.92 62.95 30.47 3.93
1545 68.52 60.70 133.84 37.96 4.54
1546 68.59 47.20 66.26 32.23 4.39
1547 68.73 31.15 60.63 27.56 3.07
1548 68.74 27.60 57.49 26.31 3.08
1549 68.78 88.68 80.86 26.93 2.50
1550 68.86 14.60 56.82 20.05 2.22
1551 68.73 33.40 62.27 27.19 3.18
1552 68.93 57.10 100.75 33.62 4.96
1553 68.54 83.23 96.06 25.12 3.44
1554 68.77 5.45 7.84 9.84 0.45
1555 68.93 64.87 144.01 34.98 3.87
1556 68.82 91.01 61.03 23.91 2.61
1557 69.15 8.42 29.73 13.39 1.48
1558 68.94 43.18 63.27 33.05 4.45
1559 69.03 83.56 99.62 29.99 3.39
1560 69.10 75.63 104.36 30.61 3.61
1561 69.10 58.98 110.18 34.33 4.50
1562 69.05 24.43 50.63 23.93 2.99
1563 69.06 39.59 61.81 31.12 4.51
1564 69.07 53.06 72.41 33.60 4.76
1565 69.35 81.04 118.48 28.61 3.56
1566 69.24 45.37 62.96 31.34 4.55
1567 69.30 35.39 58.52 29.46 4.20
1568 69.25 49.40 71.09 33.17 4.62
1569 69.69 7.26 17.60 10.81 1.06
1570 69.52 12.77 46.79 16.31 1.95
1571 69.37 29.21 63.00 26.41 3.55
1572 69.44 68.93 141.77 34.30 3.95
1573 69.51 17.68 56.73 19.78 2.43
1574 69.51 61.96 101.89 34.95 4.61
1575 69.35 89.94 74.72 21.77 2.81
1576 69.51 55.23 77.87 32.12 4.71
1577 69.63 37.36 58.64 28.55 3.69
1578 69.63 41.50 60.92 30.69 4.29
1579 69.71 66.57 121.03 31.36 4.04
1580 69.66 71.12 134.57 31.80 3.92
1581 69.77 77.97 85.37 28.18 3.83
1582 69.53 5.61 6.50 9.94 0.28
1583 69.74 51.14 73.30 32.53 4.58
1584 69.77 21.85 49.51 21.62 2.73
1585 69.82 26.53 60.68 22.22 2.53
1586 69.76 47.12 80.73 30.69 4.54
1587 69.87 15.76 50.74 16.91 2.27
1588 69.96 19.59 52.09 19.44 2.41
1589 69.91 85.97 96.50 25.08 2.94
1590 69.81 33.32 64.22 27.70 3.27
1591 69.88 10.49 34.94 16.36 1.62
1592 69.79 90.91 67.00 20.70 1.91
1593 69.58 9.38 41.00 15.60 1.20
1594 69.95 31.04 69.48 25.72 3.61
1595 70.08 73.25 105.46 28.37 3.95
1596 69.96 43.81 65.90 28.63 4.64
1597 70.05 88.09 83.31 23.75 2.54
1598 70.14 24.48 57.93 21.93 2.99
1599 70.07 59.69 86.17 32.53 4.33
1600 70.09 63.97 92.98 32.78 4.16
1601 70.14 39.49 67.37 28.63 4.21
1602 70.19 57.36 65.77 29.92 4.59
1603 70.17 52.84 63.59 30.62 4.27
1604 70.37 83.13 97.97 24.88 3.28
1605 70.27 49.02 85.61 30.03 5.33
1606 70.37 75.77 97.00 29.37 3.36
1607 70.33 89.36 77.51 22.02 2.02
1608 70.52 13.54 42.50 15.37 2.07
1609 70.55 79.90 89.50 23.19 3.04
1610 70.47 28.83 73.72 25.22 3.49
1611 70.56 34.88 77.35 26.59 3.90
1612 70.54 54.77 63.75 33.85 4.83
1613 70.38 91.17 59.91 16.91 1.83
1614 70.60 68.44 77.77 30.24 3.80
1615 70.70 45.80 91.85 29.45 4.31
1616 70.54 18.14 55.73 19.88 2.54
1617 70.85 11.72 33.88 14.22 1.52
1618 70.74 37.16 83.55 26.03 4.03
1619 70.69 61.41 74.95 30.56 4.70
1620 70.60 14.72 44.56 18.70 1.96
1621 70.87 41.59 82.12 28.50 4.95
1622 70.71 81.30 86.48 25.95 2.90
1623 70.77 23.92 61.48 20.85 2.41
1624 70.86 65.86 73.55 29.01 3.90
1625 70.89 70.92 81.36 27.30 3.68
1626 71.06 22.22 69.17 20.34 2.80
1627 70.90 31.95 86.25 27.50 3.72
1628 71.03 17.47 58.98 18.77 2.67
1629 70.94 43.40 86.06 31.51 4.29
1630 71.13 50.35 100.56 31.00 4.75
1631 71.08 26.56 78.56 22.45 3.24
1632 71.14 85.70 81.72 20.99 2.82
1633 71.15 19.89 64.41 20.14 3.03
1634 71.22 48.01 102.62 28.84 5.35
1635 71.22 77.38 82.12 25.28 3.42
1636 71.20 39.30 99.17 29.26 4.13
1637 71.15 58.96 60.25 30.18 4.69
1638 71.24 63.24 65.52 30.31 4.17
1639 71.23 15.98 59.70 17.48 2.36
1640 71.26 52.41 87.66 31.11 4.37
1641 71.18 56.66 58.59 31.33 4.54
1642 71.31 73.84 70.67 27.11 4.06
1643 71.15 88.05 78.11 21.32 2.32
1644 71.56 29.10 98.69 22.77 3.71
1645 71.62 33.94 110.63 26.41 3.71
1646 71.73 82.32 74.88 23.51 3.07
1647 71.71 44.84 117.42 29.56 5.05
1648 71.70 54.29 89.90 30.64 4.74
1649 71.69 67.70 62.48 28.84 3.88
1650 71.81 24.25 83.88 20.67 3.23
1651 71.74 88.59 67.56 18.31 2.38
1652 71.89 79.51 74.27 23.66 3.45
1653 71.78 36.19 116.74 26.95 3.96
1654 71.89 13.58 53.87 15.36 1.71
1655 71.79 60.88 60.04 29.12 4.16
1656 71.93 70.27 65.69 28.05 3.75
1657 72.05 10.82 44.41 13.51 1.41
1658 72.01 46.72 123.99 29.56 4.73
1659 71.88 90.25 52.00 15.79 2.26
1660 71.85 12.13 48.52 15.84 1.97
1661 72.02 31.34 105.56 25.06 3.94
1662 71.96 65.19 59.77 27.99 3.80
1663 72.18 17.61 73.87 18.50 2.87
1664 72.06 40.76 116.25 29.47 4.92
1665 72.17 43.08 111.46 27.48 5.03
1666 72.21 75.40 60.83 24.78 3.62
1667 72.20 26.65 95.33 22.62 3.55
1668 72.19 56.41 83.64 30.95 5.20
1669 72.21 8.90 28.40 10.09 1.15
1670 72.31 49.95 125.55 30.07 5.01
1671 72.18 58.68 72.07 27.07 4.06
1672 72.29 38.33 119.83 27.12 4.41
1673 72.38 72.80 58.31 24.94 3.40
1674 72.43 19.96 80.75 19.52 3.22
1675 72.36 62.90 62.97 29.59 4.21
1676 72.46 22.04 88.45 20.51 3.17
1677 72.38 52.08 118.76 28.83 5.62
1678 72.62 87.38 51.50 17.62 2.61
1679 72.83 33.14 110.74 24.57 4.76
1680 72.80 48.14 137.94 30.40 5.28
1681 72.78 29.29 91.09 21.77 4.47
1682 72.86 35.22 105.03 25.59 4.94
1683 72.90 66.82 70.05 27.22 3.63
1684 72.86 68.95 79.18 27.72 4.60
1685 72.69 84.39 57.82 18.00 2.92
1686 72.98 15.39 69.97 16.06 2.42
1687 72.96 60.51 79.93 28.94 4.49
1688 72.96 77.24 46.68 23.28 3.28
1689 72.67 80.69 59.88 22.46 2.46
1690 72.86 54.15 106.61 29.52 4.79
1691 72.98 9.07 28.84 10.97 1.22
1692 72.96 41.79 120.87 26.26 5.46
1693 73.03 45.42 122.33 30.55 5.21
1694 73.23 64.60 73.00 26.24 3.84
1695 73.02 24.10 75.46 21.91 4.04
1696 73.27 71.34 57.11 26.14 3.77
1697 73.29 39.55 115.71 27.49 5.75
1698 73.30 37.23 107.39 25.67 4.95
1699 73.27 56.48 118.85 29.57 4.74
1700 73.45 13.30 54.65 13.99 2.45
1701 73.30 25.97 86.31 23.16 5.00
1702 73.52 10.86 43.23 11.87 2.19
1703 73.32 18.79 80.76 17.52 3.29
1704 73.38 31.17 93.13 24.42 4.75
1705 73.38 58.61 109.68 29.22 4.72
1706 73.45 74.22 54.90 23.51 3.40
1707 73.30 81.14 51.74 23.63 3.15
1708 73.39 51.41 118.73 29.02 4.74
1709 73.37 62.46 86.52 28.13 4.38
1710 73.60 43.49 114.45 28.69 6.20
1711 73.63 82.58 47.34 20.61 3.01
1712 73.72 27.99 82.76 22.77 4.87
1713 73.77 85.17 46.70 17.90 2.29
1714 73.47 7.43 11.32 8.26 0.55
1715 73.66 22.93 72.37 18.93 4.35
1716 73.89 46.78 132.07 29.27 6.22
1717 73.80 49.13 154.79 30.67 5.57
1718 73.94 17.76 68.32 17.52 3.68
1719 73.66 83.75 52.38 22.19 3.19
1720 74.05 87.38 39.30 16.13 2.18
1721 73.88 20.79 68.72 18.91 4.12
1722 73.85 54.34 121.72 28.41 4.78
1723 73.85 16.54 68.49 15.57 3.46
1724 74.02 41.36 98.43 26.81 6.61
1725 74.02 69.08 78.76 26.44 3.77
1726 74.15 33.12 81.50 24.36 5.63
1727 74.12 66.37 89.39 27.16 4.11
1728 74.12 35.50 82.46 25.72 6.28
1729 74.21 75.70 59.43 21.89 3.72
1730 74.29 61.53 113.77 27.30 4.53
1731 73.97 80.30 51.17 21.00 3.08
1732 74.39 29.89 68.02 23.05 6.24
1733 74.45 14.84 54.41 15.24 2.85
1734 74.36 38.00 75.65 27.82 7.75
1735 74.40 57.12 123.05 27.33 4.99
1736 74.45 44.72 101.17 26.90 7.05
1737 74.50 71.36 84.14 24.37 3.72
1738 74.44 9.42 21.40 10.36 1.06
1739 74.53 25.40 64.91 21.00 6.42
1740 74.53 50.66 132.29 28.04 5.96
1741 74.60 52.53 114.67 29.14 5.53
1742 74.55 59.53 121.74 29.29 4.69
1743 74.62 63.57 96.77 26.02 4.29
1744 74.72 81.70 47.73 19.49 2.84
1745 74.67 12.13 40.48 12.87 2.41
1746 74.51 79.87 54.28 21.33 2.87
1747 74.74 18.88 58.80 18.37 4.64
1748 74.81 23.14 53.07 19.98 6.20
1749 74.87 74.07 71.67 22.98 3.41
1750 74.79 40.03 78.96 26.38 7.46
1751 74.99 83.71 41.76 19.55 2.24
1752 74.97 85.41 41.10 16.40 2.27
1753 74.93 48.39 120.74 28.75 7.04
1754 74.90 54.71 120.64 27.72 5.20
1755 75.03 42.61 77.37 27.62 7.73
1756 75.10 27.50 52.84 21.40 8.44
1757 75.06 20.76 44.84 17.80 5.85
1758 75.09 68.34 118.71 24.24 3.95
1759 75.12 31.59 54.26 24.21 8.96
1760 75.20 36.26 52.68 24.73 9.06
1761 75.17 65.44 127.24 26.63 4.54
1762 75.33 46.44 104.03 28.48 8.31
1763 75.39 79.55 64.07 20.30 2.82
1764 75.31 33.92 51.38 23.79 9.09
1765 75.38 16.46 45.86 15.69 5.38
1766 75.42 76.07 71.51 22.27 3.73
1767 75.33 77.42 67.76 20.15 3.50
1768 75.60 56.51 128.47 27.31 5.57
1769 75.61 58.81 113.52 28.26 5.28
1770 75.62 61.86 113.96 26.26 4.43
1771 75.61 38.61 55.20 26.59 9.49
1772 75.69 44.48 76.13 26.40 10.29
1773 75.64 29.32 48.96 23.51 9.20
1774 75.77 72.80 97.79 23.19 3.83
1775 75.72 50.17 90.58 27.34 7.21
1776 75.86 12.54 25.29 12.60 3.56
1777 75.82 40.78 57.35 26.32 11.36
1778 75.95 52.20 94.73 26.05 6.33
1779 75.84 24.59 44.00 19.49 9.05
1780 75.78 26.09 42.50 21.95 10.35
1781 75.65 81.83 55.12 17.58 2.67
1782 76.06 70.15 119.13 23.78 3.88
1783 76.15 54.35 99.66 27.92 6.23
1784 76.15 67.38 143.76 25.09 3.70
1785 76.23 64.83 143.04 26.23 4.20
1786 76.27 36.78 50.26 24.26 13.27
1787 75.88 76.93 79.90 20.00 3.20
1788 76.03 80.67 64.85 17.07 2.96
1789 75.96 20.96 40.50 17.12 9.81
1790 76.31 48.54 73.66 27.71 9.24
1791 76.21 19.88 39.47 17.64 8.20
1792 76.20 22.77 39.50 19.48 8.94
1793 76.40 84.74 53.30 15.51 2.08
1794 76.21 31.66 52.20 23.00 14.24
1795 76.47 42.71 58.00 27.50 15.67
1796 76.40 34.88 46.59 24.57 17.38
1797 76.52 78.02 81.34 19.38 3.09
1798 76.26 18.02 35.49 15.97 6.49
1799 76.46 27.64 40.70 20.97 13.11
1800 76.59 75.38 86.34 20.75 3.69
1801 76.71 15.77 33.04 15.08 6.48
1802 76.57 60.72 118.36 27.18 5.45
1803 76.31 81.79 61.31 18.97 2.61
1804 76.58 46.43 68.77 28.04 13.29
1805 76.76 29.32 45.41 21.49 14.13
1806 76.62 33.20 53.83 23.26 17.26
1807 76.70 56.69 93.47 27.09 7.33
1808 76.81 38.58 55.57 24.90 21.01
1809 76.81 25.49 40.49 20.62 13.19
1810 77.03 12.26 16.83 11.88 3.66
1811 76.93 58.72 94.44 27.02 6.26
1812 76.96 63.26 128.11 25.59 4.89
1813 76.91 44.66 57.11 25.45 20.11
1814 76.77 72.12 110.11 23.55 3.65
1815 76.96 40.88 57.05 25.95 18.72
1816 77.06 51.08 69.81 27.04 9.66
1817 77.21 19.06 39.11 16.21 12.26
1818 77.15 79.65 91.09 18.78 2.62
1819 77.14 21.41 44.46 18.81 12.55
1820 77.21 53.22 65.54 27.41 8.95
1821 77.48 82.14 90.10 16.69 2.63
