#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
fa2 14A 6 even-skipped knirps hunchback

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - kni, channel 3 - hb>
1824 74.92 32.50 43.01 33.08 15.62
1825 75.00 43.28 55.31 37.49 13.19
1826 74.97 24.53 30.81 30.24 9.83
1827 75.07 51.12 55.21 37.62 12.32
1828 75.12 60.79 78.75 41.71 7.33
1829 75.04 77.13 112.60 48.90 5.56
1830 75.18 39.54 54.24 34.89 16.85
1831 75.20 68.53 96.33 40.81 5.18
1832 75.25 28.51 39.43 30.14 14.42
1833 75.26 56.32 61.05 38.86 8.69
1834 75.40 26.28 34.81 26.36 12.70
1835 75.31 47.05 51.67 36.07 12.75
1836 75.37 53.97 53.19 33.10 10.37
1837 75.57 85.28 68.18 49.83 3.19
1838 75.59 63.31 77.80 36.19 6.96
1839 75.55 49.59 52.70 34.08 17.15
1840 75.68 66.07 97.53 37.93 5.60
1841 75.87 75.26 110.98 43.41 4.78
1842 75.50 78.15 113.59 51.41 5.47
1843 75.82 14.88 26.90 24.54 8.26
1844 75.77 21.88 35.17 28.10 13.23
1845 75.72 35.79 53.09 31.92 22.29
1846 75.72 41.65 51.15 35.46 20.73
1847 75.87 30.90 50.44 29.08 19.19
1848 75.85 45.42 50.91 33.14 16.76
1849 75.83 79.77 103.01 47.89 4.13
1850 75.74 82.12 94.23 56.09 3.87
1851 75.87 72.10 95.76 39.91 5.26
1852 76.13 33.50 56.20 30.52 22.60
1853 75.68 17.67 28.55 24.88 8.79
1854 76.08 24.15 41.32 25.97 15.73
1855 76.08 52.60 44.94 31.56 14.30
1856 76.10 59.65 56.82 33.84 9.40
1857 76.18 57.53 46.12 30.77 9.53
1858 76.12 19.28 31.50 24.37 12.83
1859 76.29 43.56 59.17 32.64 22.04
1860 76.26 69.55 86.16 36.46 5.79
1861 76.42 28.62 50.62 27.58 23.62
1862 76.50 37.81 68.88 30.39 23.82
1863 76.39 40.08 65.82 32.29 27.18
1864 76.39 48.26 51.98 32.04 25.68
1865 76.28 16.86 28.52 24.48 9.16
1866 76.42 61.97 49.75 32.25 8.32
1867 76.52 50.89 50.45 29.95 20.73
1868 76.39 55.16 47.13 32.21 13.32
1869 76.68 26.61 45.95 26.74 21.52
1870 76.67 77.48 88.54 38.82 4.62
1871 76.86 64.37 49.48 32.80 7.33
1872 76.78 66.95 57.32 33.86 6.89
1873 76.98 35.48 81.23 30.02 31.17
1874 76.88 73.64 79.58 34.39 4.99
1875 77.08 21.00 42.08 24.69 15.47
1876 77.07 46.54 82.12 32.75 31.33
1877 76.86 78.97 88.55 39.12 4.55
1878 77.19 80.94 91.46 40.57 3.95
1879 77.29 23.54 54.31 25.25 21.54
1880 76.95 83.44 82.21 40.65 3.58
1881 77.22 31.42 70.96 25.82 29.90
1882 77.29 41.92 77.83 32.66 35.53
1883 77.25 53.46 55.43 30.57 22.84
1884 77.38 18.88 41.54 22.71 16.62
1885 77.26 57.42 42.33 29.80 18.06
1886 77.23 71.29 63.12 33.49 5.61
1887 77.19 16.76 32.64 20.43 11.95
1888 77.32 59.57 40.38 32.54 15.00
1889 77.36 44.25 101.54 32.51 34.84
1890 77.46 55.53 46.95 31.83 21.06
1891 77.51 49.56 70.40 31.77 29.77
1892 77.43 69.05 56.72 30.32 6.04
1893 77.21 75.14 77.64 33.56 4.68
1894 77.50 61.93 38.18 31.06 11.47
1895 77.58 39.56 106.41 30.15 36.32
1896 77.70 33.84 85.03 28.88 33.79
1897 77.61 15.24 30.86 18.98 8.36
1898 77.69 28.88 65.31 25.59 30.09
1899 77.79 51.68 74.33 28.16 29.50
1900 77.75 76.53 76.48 36.75 4.86
1901 77.65 72.41 55.23 28.69 4.94
1902 77.68 83.50 77.53 32.49 3.63
1903 77.91 37.47 106.06 30.04 37.83
1904 77.91 65.81 37.38 28.10 8.29
1905 77.78 26.57 67.06 26.88 34.12
1906 78.19 79.11 72.89 34.59 4.66
1907 78.19 48.04 113.99 33.88 43.00
1908 78.22 63.79 38.74 28.86 12.28
1909 78.28 21.53 56.86 24.05 24.90
1910 78.09 74.36 57.33 31.25 5.69
1911 78.34 25.66 74.20 24.36 29.08
1912 78.37 45.55 113.34 28.57 41.91
1913 78.38 67.79 40.55 27.88 9.21
1914 78.45 43.33 113.81 30.85 45.28
1915 78.51 57.03 65.48 29.24 24.84
1916 78.39 59.13 48.89 28.53 21.93
1917 78.52 32.03 97.89 25.44 39.64
1918 78.49 41.17 121.83 30.38 48.61
1919 78.61 70.01 35.68 24.51 6.82
1920 78.68 36.03 102.69 26.84 46.64
1921 78.55 54.34 85.89 27.94 33.34
1922 78.67 61.55 48.65 28.16 20.39
1923 78.64 81.76 63.29 32.27 3.33
1924 78.66 18.00 54.90 21.18 19.20
1925 78.58 23.71 66.01 26.45 29.49
1926 78.94 29.49 92.11 25.12 42.22
1927 78.88 50.32 116.20 29.99 43.31
1928 78.84 75.27 51.82 28.88 5.74
1929 79.05 39.06 124.15 29.38 50.70
1930 79.17 52.32 107.87 29.21 38.58
1931 79.17 77.34 47.60 26.72 5.51
1932 79.12 27.15 82.78 25.56 32.28
1933 79.12 34.10 116.98 28.54 57.34
1934 79.15 47.38 147.78 29.12 52.49
1935 79.09 72.22 39.66 25.52 5.36
1936 79.41 20.36 74.12 22.08 31.82
1937 79.32 66.70 44.99 25.15 13.73
1938 79.27 64.53 42.81 27.29 16.99
1939 79.45 83.44 43.57 26.05 2.68
1940 79.50 55.90 103.53 27.67 37.91
1941 79.39 79.56 45.78 26.83 4.63
1942 79.55 60.00 77.77 26.70 27.28
1943 79.57 43.87 138.05 29.11 59.41
1944 79.68 69.10 40.16 28.00 11.01
1945 79.79 22.96 73.38 23.62 37.63
1946 79.68 41.37 144.46 28.03 58.37
1947 79.72 49.26 148.72 27.01 55.65
1948 79.86 62.31 73.46 25.61 26.19
1949 79.90 37.61 125.26 26.50 60.27
1950 79.96 58.14 94.84 26.40 34.67
1951 79.89 46.04 156.67 29.96 62.07
1952 79.96 18.30 62.05 20.18 22.04
1953 79.90 74.60 34.68 23.24 6.16
1954 79.82 80.51 41.14 24.67 4.45
1955 80.00 53.69 124.84 29.56 56.53
1956 80.05 25.49 84.45 22.56 42.13
1957 80.08 32.35 103.05 25.66 57.75
1958 80.03 71.68 34.94 26.72 8.77
1959 80.01 30.11 90.58 26.93 51.44
1960 80.21 34.96 120.08 26.57 63.93
1961 80.27 76.80 33.43 24.58 5.61
1962 80.15 78.36 31.27 25.58 5.50
1963 80.54 81.83 35.12 24.06 3.77
1964 80.57 28.13 82.47 23.47 49.43
1965 80.47 64.32 71.64 24.24 28.56
1966 80.59 66.73 64.21 22.77 20.28
1967 80.67 50.64 136.16 27.20 59.73
1968 80.71 40.10 139.96 27.50 65.97
1969 80.62 43.00 147.07 27.76 72.88
1970 80.76 21.40 77.22 19.88 38.41
1971 80.69 48.06 153.08 27.06 59.18
1972 80.67 55.61 133.91 26.74 47.23
1973 80.61 73.32 32.82 21.84 7.87
1974 80.82 60.56 105.90 24.69 38.23
1975 80.85 69.54 51.58 23.70 12.11
1976 81.03 52.69 141.18 27.79 57.14
1977 80.94 78.48 28.46 20.95 5.77
1978 80.98 45.58 157.28 29.07 69.33
1979 81.11 36.64 112.06 27.77 73.12
1980 81.18 19.23 74.93 17.97 35.96
1981 80.85 75.81 30.50 19.55 9.15
1982 81.32 23.75 73.56 21.47 39.77
1983 81.17 57.91 139.88 26.43 54.81
1984 81.17 30.92 88.21 25.21 61.09
1985 81.08 25.18 72.56 21.78 43.50
1986 81.43 62.80 114.44 24.56 38.16
1987 81.40 33.71 98.55 25.50 70.75
1988 81.37 72.03 44.57 21.32 13.64
1989 81.48 80.21 22.70 21.26 3.86
1990 81.62 38.71 119.36 26.48 82.85
1991 81.45 27.07 76.45 23.97 60.08
1992 81.38 76.30 31.25 21.60 7.08
1993 81.66 54.79 142.62 25.58 58.96
1994 81.65 42.84 135.08 28.40 79.74
1995 81.70 49.51 152.85 28.31 74.84
1996 81.68 67.47 84.66 23.33 24.35
1997 81.90 65.08 100.78 22.31 35.00
1998 81.96 47.43 144.69 28.31 82.93
1999 81.98 59.75 132.64 23.68 51.63
2000 81.70 77.52 28.40 20.50 5.20
2001 82.06 45.20 130.31 28.12 90.83
2002 82.08 21.59 68.48 18.76 44.38
2003 82.15 29.35 69.53 21.61 70.28
2004 82.16 40.93 112.26 25.20 82.60
2005 82.20 52.67 128.73 24.97 75.35
2006 82.25 57.21 140.49 26.13 55.28
2007 82.19 74.57 41.48 20.55 9.81
2008 82.08 26.66 78.50 22.83 70.10
2009 82.27 77.44 29.94 18.95 7.55
2010 82.36 35.35 81.35 24.73 76.88
2011 82.35 24.68 80.78 23.31 71.18
2012 82.59 69.24 90.93 22.35 22.57
2013 82.43 32.08 78.50 24.68 77.58
2014 82.51 71.70 72.39 20.94 18.32
2015 82.56 50.87 139.57 25.96 83.50
2016 82.55 62.09 124.75 23.53 53.65
2017 82.39 79.10 22.33 17.62 5.67
2018 82.77 37.90 81.31 26.57 89.94
2019 82.74 55.07 132.84 24.98 70.93
2020 82.85 43.76 97.49 26.15 85.66
2021 82.97 66.73 119.00 21.38 32.02
2022 83.08 48.77 121.53 25.18 92.26
2023 83.09 26.63 56.69 22.91 64.70
2024 83.17 64.02 120.00 20.28 45.04
2025 83.22 23.05 63.36 20.16 54.40
2026 83.15 46.34 110.89 26.47 96.04
2027 83.31 78.39 34.52 17.13 9.67
2028 83.11 60.07 132.26 22.87 54.21
2029 83.26 40.51 85.96 24.46 98.71
2030 83.16 76.16 46.56 19.31 13.08
2031 83.37 29.38 50.22 22.93 71.23
2032 83.42 33.55 62.67 24.56 80.82
2033 83.47 53.34 103.58 22.72 77.19
2034 83.31 57.72 113.68 22.68 57.90
2035 83.60 73.65 70.20 18.88 16.64
2036 83.68 51.52 110.32 23.59 97.27
2037 83.72 42.80 79.28 23.60 107.06
2038 83.46 70.58 92.04 21.48 21.37
2039 83.70 36.41 66.15 25.94 88.71
2040 83.75 80.36 28.25 15.30 7.36
2041 83.83 55.58 98.37 23.87 75.49
2042 83.87 71.64 90.93 19.78 23.16
2043 84.18 31.36 48.50 22.63 73.99
2044 84.09 68.83 119.62 21.43 32.97
2045 84.09 25.04 49.37 21.13 63.48
2046 84.09 39.09 64.85 23.77 89.38
2047 84.04 61.49 114.97 21.93 62.56
2048 83.86 76.26 47.84 17.47 13.42
2049 84.09 44.89 74.64 23.70 88.47
2050 84.11 47.57 87.39 24.95 100.13
2051 84.08 59.16 90.85 22.92 55.77
2052 84.24 65.96 106.89 21.66 39.21
2053 84.22 49.90 91.05 26.01 106.22
2054 84.29 27.74 44.05 21.81 68.09
2055 84.44 63.69 123.26 22.38 54.31
2056 84.47 22.20 41.73 16.43 49.57
2057 84.23 74.13 75.92 18.54 17.69
2058 84.57 57.44 92.88 22.79 78.49
2059 84.49 78.59 40.35 12.48 9.20
2060 84.57 34.24 51.94 23.45 86.89
2061 84.66 41.72 61.94 22.77 102.30
2062 84.65 53.14 73.99 23.31 73.81
2063 84.84 75.33 72.78 16.82 15.48
2064 84.96 36.77 47.45 21.94 84.43
2065 84.90 72.16 103.49 19.93 22.57
2066 84.91 55.45 65.87 23.53 70.91
2067 85.01 60.55 97.12 19.83 75.69
2068 85.07 46.22 51.86 21.76 101.12
2069 85.27 23.66 38.00 17.93 63.90
2070 85.27 43.75 48.69 22.68 97.72
2071 85.10 48.76 64.11 25.20 104.20
2072 85.20 51.07 64.72 23.78 94.26
2073 85.03 80.01 37.00 12.12 7.52
2074 85.26 39.60 48.27 23.02 92.70
2075 85.23 67.67 115.84 20.63 40.67
2076 85.54 25.85 34.84 19.20 68.75
2077 85.46 28.46 38.84 21.62 71.48
2078 85.39 31.36 38.89 22.94 75.45
2079 85.51 62.70 90.70 22.19 56.82
2080 85.53 58.87 74.23 21.81 83.26
2081 85.74 53.02 52.66 21.74 85.47
2082 85.84 65.24 108.80 20.87 45.52
2083 85.77 70.13 105.48 18.29 31.76
2084 85.72 34.02 38.20 21.73 75.83
2085 85.96 74.63 92.61 16.97 18.86
2086 85.98 55.21 52.57 22.00 85.00
2087 85.97 76.99 70.76 14.45 15.76
2088 86.00 41.30 41.01 22.16 86.76
2089 86.08 57.24 45.79 21.56 75.73
2090 86.03 48.13 43.54 22.45 95.93
2091 86.06 38.05 40.89 21.33 95.09
2092 85.99 72.56 110.00 17.41 28.75
2093 86.21 45.66 40.63 22.67 95.43
2094 86.28 50.49 45.36 22.10 93.99
2095 86.28 61.12 63.43 19.78 75.88
2096 86.45 36.03 31.07 21.16 81.37
2097 86.51 29.86 31.31 19.48 76.17
2098 86.34 67.69 103.16 17.86 40.79
2099 86.51 43.55 36.92 22.60 96.39
2100 86.73 24.59 25.58 17.12 58.37
2101 86.70 32.47 29.01 21.51 76.02
2102 86.73 27.13 28.67 20.21 68.07
2103 86.70 63.25 69.26 18.73 66.84
2104 86.63 76.29 77.50 16.04 15.33
2105 86.80 59.33 49.56 21.87 85.72
2106 86.79 68.76 103.82 18.78 42.76
2107 86.84 52.78 46.08 23.27 84.52
2108 87.07 39.23 30.83 20.35 81.81
2109 87.16 70.71 99.39 19.52 36.83
2110 87.03 47.31 35.30 20.82 85.79
2111 87.12 66.24 76.53 19.24 47.85
2112 87.02 55.47 40.43 19.31 79.30
2113 87.16 41.66 28.72 21.78 85.26
2114 87.27 49.52 33.28 21.30 85.84
2115 87.30 57.58 39.03 21.07 79.31
2116 87.41 73.55 89.52 15.59 26.37
2117 87.46 34.50 23.55 20.01 68.50
2118 87.43 45.13 29.11 21.07 85.70
2119 87.51 61.42 42.35 18.26 71.10
2120 87.71 28.59 24.00 19.26 65.73
2121 87.71 64.50 65.28 18.07 57.36
2122 87.76 37.47 25.01 21.55 73.24
2123 87.71 51.65 36.82 20.54 82.99
2124 87.83 31.19 21.98 20.37 65.42
2125 87.90 54.06 37.28 20.16 78.12
2126 88.01 26.11 19.37 15.54 58.48
2127 88.00 68.62 65.71 18.41 39.99
2128 87.88 75.38 77.42 13.75 21.52
2129 88.15 43.22 25.44 20.14 72.24
2130 88.17 59.27 32.66 19.65 67.11
2131 88.23 47.73 26.81 20.55 77.55
2132 88.20 56.41 31.54 20.13 71.68
2133 88.25 40.77 23.79 20.29 74.30
2134 88.32 63.11 43.82 21.24 63.16
2135 88.62 66.77 45.91 17.85 46.68
2136 88.43 71.33 64.80 17.01 32.97
2137 88.54 50.11 24.57 20.18 68.70
2138 88.69 33.50 20.20 18.86 64.06
2139 88.62 45.39 24.13 20.25 79.54
2140 88.68 36.04 20.67 20.60 64.69
2141 88.84 74.34 59.84 12.64 22.66
2142 88.84 29.20 18.45 18.83 66.12
2143 88.84 52.38 27.65 19.55 74.89
2144 88.89 61.30 31.14 18.15 62.28
2145 89.02 39.20 18.10 19.58 54.65
2146 89.18 31.35 19.22 18.07 63.00
2147 88.94 64.61 36.62 16.26 47.91
2148 89.18 54.47 25.21 19.14 66.83
2149 89.40 27.19 14.74 14.04 50.96
2150 89.28 42.32 20.36 20.55 62.71
2151 89.28 56.68 22.69 19.25 60.60
2152 89.44 58.98 24.29 18.56 57.86
2153 89.42 47.29 20.74 21.13 67.18
2154 89.53 71.94 46.84 14.93 31.35
2155 89.69 49.78 19.77 19.33 60.27
2156 89.76 63.24 27.68 18.72 54.22
2157 89.44 65.60 29.98 18.84 44.13
2158 89.85 67.86 34.97 17.97 41.23
2159 89.74 44.92 19.12 19.76 61.34
2160 89.84 35.23 17.60 20.99 53.85
2161 89.78 73.92 38.12 13.52 25.27
2162 89.99 52.25 20.52 18.57 53.92
2163 90.09 32.89 15.88 19.42 46.52
2164 90.21 37.51 16.39 19.19 43.87
2165 90.18 40.14 16.80 18.24 44.08
2166 90.23 29.83 14.25 18.25 49.77
2167 90.22 61.05 23.27 19.33 48.07
2168 90.32 54.80 18.13 17.90 46.55
2169 90.40 57.28 19.08 18.82 51.15
2170 90.48 42.92 16.58 19.28 42.57
2171 90.46 65.49 25.32 17.64 41.93
2172 90.49 47.88 18.43 18.76 55.65
2173 90.86 69.74 29.35 15.52 36.42
2174 90.44 71.49 36.67 14.00 34.26
2175 90.87 59.44 17.99 18.93 44.19
2176 91.01 45.53 16.47 18.22 41.44
2177 90.95 50.21 16.50 18.41 43.70
2178 91.06 63.03 19.10 18.17 38.50
2179 91.18 31.89 14.65 17.72 39.43
2180 90.98 72.26 27.85 13.62 33.31
2181 91.19 34.75 14.55 17.92 35.59
2182 91.13 52.70 17.73 17.81 49.20
2183 91.27 67.44 22.25 15.63 36.72
2184 91.39 40.74 15.10 19.20 35.16
2185 91.38 55.83 17.26 18.19 40.49
2186 91.56 37.41 14.50 18.44 37.62
2187 91.60 47.90 15.27 17.76 38.76
2188 91.76 43.24 15.59 17.38 34.02
2189 91.86 65.25 16.87 16.87 32.73
2190 91.85 58.21 14.88 17.92 31.83
2191 91.87 60.91 16.10 17.35 32.13
2192 92.18 54.02 14.34 18.07 33.42
2193 92.18 50.82 14.65 18.00 35.15
2194 92.17 39.24 13.94 18.33 32.00
2195 92.38 69.22 16.31 15.18 24.34
2196 92.44 32.82 13.21 17.46 32.32
2197 92.52 45.87 13.99 17.74 28.84
2198 92.46 35.06 14.08 17.10 32.67
2199 92.45 63.11 15.88 16.77 29.66
2200 92.73 67.09 14.73 15.58 26.86
2201 92.72 48.59 14.35 19.80 27.98
2202 92.71 56.51 13.51 17.82 26.70
2203 92.89 41.16 14.28 18.25 27.79
2204 92.80 38.69 14.07 18.11 27.65
2205 93.07 52.46 14.49 16.43 27.86
2206 92.94 59.08 14.54 16.46 23.57
2207 93.06 43.40 14.20 17.76 29.19
2208 93.19 37.01 13.74 16.39 29.15
2209 93.22 61.38 15.38 16.83 24.71
2210 93.20 64.73 13.94 15.60 24.84
2211 93.59 54.97 13.37 17.86 22.39
2212 93.79 50.50 14.34 17.18 22.27
2213 93.84 34.71 12.58 16.45 23.21
2214 93.76 47.72 13.27 17.83 20.35
2215 93.77 45.36 12.57 16.86 20.04
2216 93.80 57.29 13.91 16.60 22.24
2217 94.06 65.94 12.43 14.11 20.89
2218 94.00 39.58 13.07 16.32 23.02
2219 94.22 42.11 12.96 17.47 24.41
2220 94.19 53.00 13.66 18.50 20.95
2221 94.19 60.13 13.89 16.75 19.27
2222 94.22 62.93 11.77 14.70 19.26
2223 94.44 36.85 11.82 16.73 23.96
2224 94.26 44.29 12.97 16.72 21.72
2225 94.90 48.25 13.48 17.84 18.28
2226 94.73 50.74 12.34 15.91 21.82
2227 94.87 56.78 14.13 20.27 8.87
2228 95.30 43.72 13.85 16.93 16.08
2229 95.12 58.33 14.11 17.15 16.39
2230 95.14 55.29 13.33 19.24 15.89
2231 95.09 37.97 10.83 20.22 14.11
2232 95.28 51.84 13.56 20.11 13.63
2233 95.27 40.85 12.81 17.12 18.66
2234 95.54 60.72 12.14 15.41 15.65
2235 95.29 53.87 13.33 18.71 10.45
2236 95.72 38.97 10.91 15.13 16.64
2237 95.84 52.73 13.31 17.41 16.57
2238 95.81 56.11 13.21 19.53 11.28
2239 95.91 49.32 13.53 18.55 10.83
2240 95.96 47.50 13.43 18.97 10.49
2241 96.07 51.17 13.25 19.06 10.17
2242 95.91 57.60 12.39 17.04 12.18
2243 96.31 54.64 12.90 19.23 14.45
2244 96.47 48.08 11.67 18.75 11.25
2245 96.47 53.19 12.42 19.46 8.21
2246 96.44 62.09 9.93 15.71 11.14
2247 96.69 61.23 9.38 16.12 9.41
2248 96.81 55.37 11.83 16.92 11.75
2249 96.80 59.78 11.49 14.93 10.94
2250 96.71 46.37 11.83 19.29 11.10
2251 96.63 57.62 11.61 16.50 9.09
2252 96.66 49.05 13.48 18.88 7.96
2253 97.13 53.22 12.16 15.60 9.98
2254 96.99 48.56 12.00 19.00 8.00
2255 97.25 47.67 10.93 19.14 7.68
2256 97.24 44.85 12.81 16.77 8.10
2257 97.61 58.05 10.40 16.23 9.94
2258 97.83 45.87 12.55 16.81 13.36
2259 97.90 56.63 10.45 15.91 8.45
2260 97.64 47.17 11.00 23.00 6.00
2261 97.94 52.86 11.79 13.86 12.29
2262 98.26 54.28 8.88 15.29 8.03
2263 98.35 51.70 9.95 14.65 5.88

