#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
kf3 14A 8 even-skipped knirps giant
167 16.06 22.22 7.99 22.81 8.35
168 16.17 49.43 15.77 77.28 16.05
169 16.00 26.03 9.47 26.26 8.44
170 15.93 29.69 11.12 29.42 11.64
171 15.94 39.76 14.44 39.72 14.28
172 16.35 56.94 16.39 173.36 18.52
173 16.37 28.03 10.14 27.31 10.26
174 16.24 43.22 15.11 46.72 13.23
175 16.48 40.78 13.60 38.68 15.13
176 16.42 45.96 15.59 52.74 16.74
177 16.35 63.98 19.48 184.74 19.78
178 16.34 38.09 14.00 36.76 14.31
179 16.53 51.67 16.19 90.82 17.15
180 16.42 33.30 10.49 30.25 11.79
181 16.77 53.97 16.91 114.80 19.77
182 16.53 23.94 9.22 25.38 9.11
183 16.70 62.70 16.68 185.21 18.85
184 16.72 65.86 16.44 172.01 23.73
185 16.41 29.32 11.00 32.75 11.38
186 16.87 30.80 10.36 29.03 11.17
187 16.84 35.51 12.88 33.73 15.54
188 17.13 58.70 17.34 179.39 19.34
189 17.00 70.75 14.74 143.71 44.96
190 16.84 39.04 13.21 36.34 15.47
191 16.95 47.98 15.61 56.36 19.55
192 17.06 74.45 12.49 135.08 30.48
193 16.80 26.11 8.07 24.87 11.67
194 17.21 77.59 9.35 109.61 21.00
195 16.89 43.90 11.38 42.85 17.62
196 17.10 68.65 14.82 154.91 33.89
197 17.22 27.27 9.90 26.42 13.15
198 17.26 32.84 10.87 29.11 12.54
199 17.41 24.50 8.82 24.57 10.51
200 17.62 29.35 11.50 27.97 14.77
201 17.61 56.04 18.33 140.22 23.49
202 17.55 20.85 7.73 25.20 10.76
203 17.66 50.29 15.60 65.12 23.58
204 17.42 45.66 17.71 44.84 19.42
205 17.64 67.51 16.99 162.47 35.87
206 17.54 61.30 16.50 178.53 25.28
207 17.86 63.37 17.40 189.88 22.28
208 17.96 53.24 18.08 86.25 26.86
209 17.80 22.93 9.87 23.48 11.77
210 17.83 37.12 12.98 35.16 15.30
211 18.25 72.62 15.26 146.43 35.20
212 17.93 31.73 11.66 28.84 15.25
213 18.04 40.71 14.02 39.68 18.36
214 18.35 60.55 17.02 177.94 24.54
215 18.54 65.32 17.20 191.60 24.44
216 18.31 70.25 16.26 146.85 30.67
217 18.18 27.87 11.46 26.46 13.44
218 18.17 46.68 13.59 52.28 31.87
219 18.13 48.31 16.28 53.10 30.72
220 18.42 35.64 13.24 31.94 22.53
221 18.45 75.16 15.10 141.05 26.62
222 18.34 77.85 12.04 124.40 22.46
223 18.58 57.96 18.04 140.24 28.66
224 18.87 45.63 15.71 47.85 54.91
225 18.46 21.49 7.42 23.51 13.11
226 18.41 30.03 11.77 25.08 16.23
227 18.77 23.62 10.23 22.96 17.75
228 18.91 26.41 9.27 26.19 22.97
229 18.73 33.82 12.91 32.95 15.68
230 18.70 49.77 15.82 60.41 40.79
231 18.94 32.07 12.04 26.39 24.97
232 18.89 55.28 18.05 84.92 40.56
233 19.38 38.88 14.62 33.36 41.67
234 18.98 41.14 15.11 36.96 43.17
235 19.13 48.35 17.43 44.59 62.62
236 19.12 79.48 11.03 124.31 16.64
237 18.93 20.18 8.52 26.26 18.67
238 19.28 62.08 18.55 172.76 26.80
239 19.19 52.39 18.96 63.01 65.64
240 19.62 29.64 11.43 27.43 31.09
241 19.18 66.61 16.92 175.00 23.92
242 19.51 77.43 14.03 146.74 26.25
243 19.52 34.66 13.21 28.66 34.64
244 20.04 36.74 15.67 33.61 64.52
245 19.47 22.90 10.18 27.47 14.87
246 19.79 59.29 19.19 149.56 36.66
247 19.76 70.94 16.32 148.49 28.05
248 19.67 73.81 15.89 151.81 30.26
249 19.98 81.27 7.62 113.50 12.37
250 19.66 57.16 17.81 110.81 55.38
251 19.69 68.54 17.76 158.70 26.10
252 19.67 20.19 8.58 19.79 26.91
253 20.06 24.90 10.69 21.28 39.61
254 19.71 32.17 13.35 23.18 32.44
255 20.16 42.11 16.72 36.02 99.37
256 20.23 44.84 16.73 38.47 119.52
257 20.07 50.18 17.62 48.36 115.09
258 20.00 53.89 18.89 59.09 98.38
259 19.94 64.49 18.46 175.99 27.63
260 20.22 47.32 16.04 42.83 127.63
261 20.32 56.63 17.63 103.55 43.68
262 20.60 27.32 12.08 24.56 51.12
263 20.17 67.39 16.67 167.80 25.53
264 20.42 21.39 10.28 22.81 47.56
265 20.50 22.83 10.61 21.24 48.61
266 20.56 33.87 13.19 28.01 68.74
267 20.43 61.59 17.98 164.20 31.90
268 20.71 18.34 8.33 18.82 43.21
269 20.72 31.03 13.20 24.55 68.80
270 20.64 78.25 13.98 142.23 24.08
271 20.88 39.52 14.97 33.97 112.32
272 20.85 75.85 16.06 154.42 25.20
273 20.61 73.90 15.71 158.76 24.41
274 21.03 51.92 16.56 46.62 145.77
275 21.02 65.51 18.30 178.09 28.37
276 21.15 54.69 18.70 58.17 123.26
277 20.92 72.44 16.08 157.81 27.38
278 21.16 82.87 7.73 104.26 12.16
279 21.23 68.65 17.69 163.23 27.44
280 21.19 48.82 18.15 42.12 154.98
281 21.24 57.64 18.51 93.65 53.23
282 21.36 42.95 16.00 37.25 158.26
283 21.47 60.06 19.24 138.16 39.06
284 21.47 63.02 18.35 161.01 36.17
285 21.32 80.48 13.52 137.97 15.56
286 21.58 24.41 11.47 23.69 84.90
287 21.50 35.67 15.16 30.12 134.39
288 21.65 45.66 16.95 40.35 170.34
289 21.74 21.27 10.51 21.98 81.26
290 21.82 29.72 12.96 25.35 111.45
291 21.51 71.42 16.16 163.72 24.93
292 21.92 32.61 12.89 28.17 127.22
293 22.09 38.20 14.68 30.75 155.35
294 21.95 26.90 12.19 24.15 104.56
295 21.82 78.24 16.22 161.16 27.73
296 22.07 40.77 16.14 34.45 180.04
297 22.17 18.35 8.82 19.24 83.34
298 21.98 73.64 18.75 165.65 27.73
299 21.98 75.38 15.41 143.74 25.58
300 22.15 50.60 20.40 44.62 159.84
301 22.18 55.93 19.36 60.64 95.25
302 22.40 52.97 17.75 43.83 148.46
303 22.28 48.03 18.69 41.03 173.51
304 22.51 69.10 18.57 176.83 30.07
305 22.46 58.39 19.55 71.74 64.15
306 22.41 65.21 19.39 173.48 33.35
307 22.66 80.78 13.37 146.42 20.14
308 22.49 72.01 17.07 176.99 27.24
309 22.77 83.19 11.03 125.62 15.53
310 22.66 43.04 16.81 35.47 181.80
311 22.66 35.16 14.72 27.52 170.35
312 22.65 61.22 17.61 116.86 46.53
313 22.59 77.63 14.74 141.79 23.47
314 22.84 46.08 17.42 37.29 168.20
315 23.00 22.84 10.34 23.82 104.53
316 23.02 28.71 12.42 25.31 129.18
317 23.30 25.94 12.53 24.18 123.91
318 23.29 31.53 14.43 25.76 159.38
319 22.91 74.97 18.44 162.56 30.56
320 23.35 66.59 18.36 165.67 33.82
321 23.24 74.01 16.76 162.36 28.46
322 23.51 19.41 9.99 23.51 106.84
323 23.30 40.41 16.09 32.92 193.72
324 23.21 49.62 18.09 40.00 141.96
325 23.43 54.28 18.45 48.17 123.56
326 23.35 15.04 8.33 17.85 95.16
327 23.43 63.81 18.89 135.30 42.65
328 23.48 37.72 15.91 29.80 196.97
329 23.47 56.72 20.88 54.86 81.03
330 23.48 70.82 18.80 171.78 30.06
331 23.37 75.86 15.85 153.06 25.19
332 23.56 16.67 7.64 20.39 92.23
333 23.67 44.21 17.19 38.09 181.66
334 23.74 59.13 19.06 65.62 60.91
335 23.87 51.89 19.34 44.40 131.15
336 23.44 77.27 17.71 158.43 29.43
337 23.74 34.83 15.84 27.19 162.65
338 23.76 61.11 21.24 105.50 48.11
339 23.93 83.66 12.58 134.18 20.92
340 23.90 47.04 19.14 38.19 163.81
341 23.90 77.88 15.75 156.58 23.99
342 24.02 68.11 20.56 174.07 37.22
343 24.06 80.67 15.19 141.89 25.88
344 24.30 72.73 17.67 163.16 30.83
345 24.35 41.86 17.58 34.61 173.38
346 24.47 22.19 11.52 23.58 124.92
347 24.51 24.86 11.67 23.87 127.37
348 24.38 32.65 13.88 27.65 155.79
349 24.35 28.73 12.03 22.79 151.05
350 24.45 49.53 18.62 41.22 143.38
351 24.60 38.82 16.75 32.55 168.05
352 24.61 86.42 7.62 80.77 12.08
353 24.64 57.06 18.47 50.88 76.86
354 24.68 65.19 20.56 132.59 43.23
355 24.66 54.25 17.81 43.56 91.96
356 24.76 74.83 18.26 154.19 32.03
357 24.84 16.38 9.09 21.21 97.81
358 24.83 35.88 16.02 31.00 163.18
359 24.79 70.57 19.66 165.41 37.38
360 24.86 77.61 17.46 148.89 36.18
361 24.90 44.57 17.02 36.26 158.22
362 25.03 19.48 10.72 21.91 113.01
363 24.83 59.74 19.70 72.71 58.19
364 24.91 62.63 19.24 106.44 56.98
365 24.99 47.06 18.73 40.23 163.74
366 25.19 30.92 14.28 27.03 159.39
367 25.24 51.27 18.79 44.67 113.71
368 25.25 82.00 15.04 141.48 31.46
369 25.23 84.21 13.03 124.58 28.61
370 25.39 67.63 19.81 161.48 40.72
371 25.43 26.99 12.45 23.01 129.82
372 25.43 40.46 16.94 34.99 174.92
373 25.22 78.73 15.37 138.71 31.82
374 25.52 80.37 17.41 141.41 33.57
375 25.73 33.57 14.54 29.96 147.15
376 25.80 43.11 18.99 36.38 153.39
377 25.72 55.83 20.43 59.07 87.63
378 25.65 58.32 21.21 78.29 73.64
379 25.79 53.35 20.02 48.59 100.23
380 25.92 36.75 17.00 29.72 150.98
381 25.82 48.67 20.91 40.21 110.69
382 25.76 64.14 21.63 136.97 55.04
383 25.68 86.82 10.48 84.69 20.84
384 26.06 61.19 21.89 115.98 61.34
385 25.88 69.90 20.31 161.06 39.31
386 25.77 71.60 21.96 161.30 43.51
387 25.86 75.68 20.37 149.60 37.11
388 25.80 14.37 10.11 20.77 83.65
389 26.02 21.53 11.91 22.96 99.39
390 26.00 24.25 12.39 22.64 110.93
391 26.15 29.17 14.87 26.84 141.40
392 25.96 73.64 21.79 161.31 44.66
393 26.25 45.53 19.67 39.23 127.00
394 26.31 18.24 10.85 22.49 80.38
395 26.22 78.23 19.19 134.14 43.78
396 26.44 38.75 16.38 33.40 163.96
397 26.50 85.24 18.07 112.02 44.07
398 26.22 16.21 9.58 20.22 81.42
399 26.43 66.97 22.17 146.97 49.90
400 26.73 31.43 15.54 30.93 146.53
401 26.55 51.13 20.94 48.80 97.62
402 26.54 81.44 18.83 128.22 44.13
403 26.45 87.62 9.38 75.97 16.95
404 26.66 41.22 18.05 36.51 148.91
405 26.80 56.90 21.46 92.92 69.51
406 26.55 83.12 19.22 118.71 47.86
407 26.88 27.14 14.11 25.89 117.08
408 26.93 59.27 22.41 121.24 69.96
409 26.86 70.63 27.14 156.45 57.27
410 26.93 34.45 15.70 29.35 137.21
411 26.82 76.93 22.24 134.30 43.72
412 26.86 48.06 18.97 42.85 93.86
413 26.79 54.12 19.31 62.72 83.72
414 26.74 64.08 21.81 140.11 66.03
415 27.12 80.00 26.55 122.80 55.01
416 27.26 12.47 8.57 19.94 61.28
417 27.19 74.75 30.21 129.21 56.90
418 27.39 22.15 12.14 23.70 83.08
419 27.36 43.09 18.93 39.52 123.88
420 27.41 36.79 17.19 33.11 130.87
421 27.28 15.06 10.68 22.32 67.08
422 27.36 24.79 13.50 26.26 108.79
423 27.43 62.03 26.05 147.19 72.59
424 27.45 17.58 10.79 18.77 78.92
425 27.55 19.61 12.07 24.67 76.94
426 27.56 45.37 20.12 47.93 102.35
427 27.45 66.38 26.79 143.66 57.09
428 27.67 52.55 23.14 109.81 85.71
429 27.32 64.55 27.53 153.40 61.00
430 27.67 50.05 23.35 67.42 93.17
431 27.57 86.71 20.71 62.76 38.67
432 27.81 68.65 58.29 135.95 71.53
433 27.70 72.04 55.82 133.15 64.30
434 27.82 29.30 14.08 27.84 103.47
435 27.63 39.45 17.75 36.34 118.80
436 27.90 55.41 23.09 120.68 79.64
437 27.80 77.25 38.36 108.44 68.64
438 27.73 82.86 37.98 90.69 80.19
439 27.72 15.80 11.45 23.45 64.17
440 27.89 32.67 16.78 32.12 106.13
441 27.97 65.33 35.30 132.16 62.77
442 27.97 47.49 21.58 58.45 107.22
443 28.57 58.18 35.24 132.01 97.60
444 28.27 60.43 44.66 140.35 86.60
445 28.38 26.50 14.55 30.94 93.38
446 28.45 35.45 17.98 33.76 110.16
447 28.44 41.17 19.29 41.64 107.11
448 28.33 63.46 47.07 127.93 74.70
449 28.26 73.47 111.07 88.31 89.35
450 28.26 79.81 59.90 87.33 96.63
451 28.67 23.55 12.74 26.91 84.12
452 28.61 43.52 20.36 57.10 101.17
453 28.62 16.79 10.74 21.44 62.79
454 28.71 38.46 20.88 40.44 93.00
455 28.73 20.73 13.41 25.89 69.74
456 28.84 30.58 15.52 31.81 96.91
457 28.91 51.19 25.56 127.83 91.17
458 28.86 53.80 26.56 145.97 90.42
459 28.69 13.10 10.48 20.48 57.71
460 28.91 77.24 136.85 61.36 97.85
461 28.74 87.57 35.36 38.12 46.01
462 28.87 45.94 24.08 72.09 93.23
463 28.71 83.01 69.03 49.84 93.21
464 28.72 10.49 9.27 18.51 56.62
465 28.79 48.75 23.74 87.13 90.47
466 29.12 71.45 189.23 56.81 107.42
467 29.02 33.04 17.08 34.42 91.13
468 29.28 69.15 187.75 63.35 110.77
469 29.18 74.45 178.93 53.66 109.42
470 29.24 80.60 99.58 44.60 112.59
471 29.24 66.50 175.22 67.08 95.55
472 29.38 27.88 16.31 32.33 90.76
473 29.32 56.14 33.63 148.30 100.02
474 29.12 64.22 119.33 97.44 123.12
475 29.35 85.68 50.78 38.70 86.15
476 29.25 14.47 10.08 22.04 56.55
477 29.51 36.64 19.33 41.43 102.78
478 29.90 88.81 25.85 29.89 62.22
479 29.71 24.56 13.89 30.31 76.45
480 29.63 41.18 21.78 73.84 106.94
481 29.69 17.84 12.06 25.13 61.31
482 29.69 43.95 23.93 103.92 96.15
483 29.88 34.32 19.64 47.50 98.26
484 30.09 48.18 29.96 138.46 101.75
485 29.84 62.44 201.32 60.74 123.80
486 29.84 84.12 77.07 37.63 142.43
487 29.78 10.52 10.53 20.35 54.00
488 29.87 12.81 10.23 20.89 55.79
489 29.68 15.60 11.67 22.50 53.89
490 29.98 38.71 21.98 57.10 90.88
491 29.85 53.40 34.96 145.19 102.10
492 29.89 59.61 158.14 71.57 147.56
493 29.95 21.15 13.17 27.56 63.64
494 30.07 29.74 16.35 41.86 90.72
495 30.11 50.65 32.16 148.27 106.80
496 29.82 78.83 112.78 44.57 142.74
497 30.20 31.96 17.96 52.38 92.70
498 30.22 82.54 83.42 38.53 138.53
499 30.09 57.03 67.13 119.39 148.78
500 30.40 75.19 162.12 42.79 144.50
501 30.46 64.60 215.94 47.62 152.91
502 30.30 77.45 117.34 42.44 172.81
503 30.37 45.65 27.94 108.11 109.94
504 30.46 67.34 203.10 43.23 135.39
505 30.49 26.36 18.18 41.18 91.41
506 30.48 70.12 184.71 47.08 143.57
507 30.58 72.62 158.32 44.08 148.09
508 30.60 15.24 12.39 26.16 59.49
509 30.82 86.32 36.09 31.44 109.11
510 30.70 35.67 21.14 78.82 108.45
511 30.72 42.77 27.86 112.19 103.03
512 30.88 80.35 62.85 39.92 127.09
513 30.83 61.17 207.00 48.21 179.60
514 30.83 18.65 15.12 31.50 70.46
515 30.88 40.10 25.68 118.86 104.86
516 30.98 23.57 15.59 39.85 77.38
517 30.73 52.19 56.66 120.06 141.89
518 30.91 58.29 210.68 55.39 178.38
519 30.78 17.12 13.62 28.48 64.00
520 30.76 12.48 14.29 29.29 62.94
521 31.13 28.18 19.04 74.57 86.95
522 31.19 55.85 218.20 60.03 170.58
523 31.16 21.06 15.31 46.22 74.50
524 31.24 33.03 22.11 91.37 105.94
525 30.98 47.70 36.13 135.17 120.65
526 31.27 37.34 27.26 107.22 108.87
527 31.28 11.33 14.07 29.43 60.17
528 31.18 13.41 13.05 27.34 61.89
529 31.32 30.58 19.64 74.53 103.48
530 31.27 83.86 43.15 35.25 131.49
531 31.35 45.48 42.11 128.40 125.85
532 31.59 9.01 12.91 33.91 51.49
533 31.56 63.15 170.79 44.42 171.30
534 31.53 89.26 17.88 26.50 56.03
535 31.46 50.37 92.94 82.33 166.61
536 31.55 53.35 205.45 57.24 172.98
537 31.63 66.13 148.93 39.96 166.20
538 31.52 77.09 65.53 37.39 138.42
539 31.58 82.22 40.76 36.84 135.00
540 31.70 68.75 129.26 40.61 159.44
541 31.66 25.69 20.37 66.45 93.82
542 31.77 74.17 87.77 39.59 146.84
543 31.74 41.05 39.41 128.32 132.24
544 31.85 71.42 93.24 36.80 152.26
545 31.82 47.42 73.52 105.71 162.87
546 31.92 34.64 29.53 100.44 120.76
547 31.76 43.23 57.19 130.51 149.72
548 31.93 60.10 175.96 46.91 207.29
549 31.93 15.06 14.96 39.66 62.54
550 31.92 18.33 16.92 40.24 69.67
551 32.04 38.44 39.91 105.18 132.04
552 32.29 57.69 196.17 45.28 209.02
553 32.11 86.47 22.45 28.19 95.52
554 32.23 28.94 24.75 87.72 94.60
555 32.35 20.91 20.77 69.22 86.31
556 32.39 23.37 22.44 73.05 86.58
557 32.47 51.34 213.97 45.91 200.96
558 32.32 78.96 40.46 33.56 128.71
559 32.39 48.87 203.76 57.84 181.10
560 32.59 55.62 178.28 40.16 208.98
561 32.47 10.41 20.23 42.64 70.61
562 32.48 31.69 32.39 85.77 116.54
563 32.48 44.79 168.23 67.48 174.91
564 32.50 84.30 27.59 33.54 111.76
565 32.51 64.67 117.81 39.43 186.24
566 32.68 35.92 65.09 90.05 154.80
567 32.68 42.18 196.00 55.88 161.49
568 32.46 16.77 14.27 43.00 61.64
569 32.81 53.59 198.11 41.89 218.61
570 32.83 61.89 120.79 40.66 191.43
571 32.74 25.78 26.88 73.94 102.82
572 32.76 75.75 36.91 34.49 140.51
573 32.97 89.00 17.70 29.44 58.80
574 32.83 39.89 98.91 68.18 162.65
575 32.91 69.45 75.10 37.31 147.22
576 32.98 82.37 26.10 33.11 94.05
577 32.95 72.62 43.70 37.74 137.48
578 33.09 46.80 222.72 50.24 205.40
579 33.19 66.80 66.65 36.62 162.38
580 33.02 13.19 32.55 39.18 87.28
581 33.13 33.54 60.48 79.47 166.90
582 33.10 18.41 29.93 54.86 94.65
583 33.25 27.67 39.37 84.86 133.49
584 33.14 37.74 127.34 71.11 162.89
585 33.33 59.55 119.86 40.42 203.86
586 33.26 15.19 52.43 36.36 95.70
587 33.36 29.75 68.92 65.79 140.48
588 33.49 80.23 28.26 34.41 95.30
589 33.32 86.26 24.19 28.96 70.28
590 33.49 21.07 36.09 41.68 120.99
591 33.49 49.41 198.80 42.55 220.98
592 33.71 43.28 203.81 45.30 195.90
593 33.64 23.43 50.48 59.25 137.42
594 33.75 57.45 82.76 38.49 220.63
595 33.62 63.58 68.28 35.93 181.26
596 33.67 16.47 63.82 36.30 109.09
597 33.78 31.70 169.43 43.66 164.95
598 33.81 77.25 33.11 37.75 99.60
599 33.73 7.98 52.50 26.12 77.36
600 33.80 52.09 157.43 40.33 223.69
601 33.82 40.65 209.71 43.07 191.23
602 33.86 10.55 90.69 27.54 105.54
603 33.90 54.81 88.24 39.20 217.24
604 34.01 25.67 124.39 38.87 148.18
605 33.90 35.45 197.41 42.08 197.13
606 34.01 74.80 28.61 36.14 99.08
607 33.97 85.54 27.29 29.87 62.05
608 33.99 70.19 33.17 36.68 116.52
609 34.08 45.50 185.14 42.53 225.71
610 33.84 90.47 20.89 29.44 27.04
611 34.25 72.39 29.44 38.39 112.00
612 34.19 37.71 187.88 42.19 194.82
613 34.25 61.15 56.19 36.12 177.58
614 34.44 82.31 28.12 35.79 64.95
615 34.42 67.74 34.70 36.48 127.81
616 34.29 88.40 33.02 26.70 48.45
617 34.36 14.36 117.78 26.87 118.49
618 34.42 18.41 135.05 31.01 129.82
619 34.47 47.83 158.74 42.06 231.07
620 34.51 64.45 36.82 37.04 146.56
621 34.62 33.39 182.56 38.34 206.46
622 34.71 27.61 185.21 34.55 180.12
623 34.54 29.87 182.70 34.55 183.73
624 34.63 50.23 97.84 37.04 209.16
625 34.78 20.99 144.66 29.04 169.43
626 35.01 91.49 68.80 26.28 17.81
627 34.83 23.43 174.56 30.14 173.40
